N_Contact;Date;Agent_ID;Durée_Traitement_Sec;Status;Note_Satisfaction_Client;Montant Facture;Canal;Sujet;Appel traité;Appel repris;Conforme;NPS;Réclamation
CNT-71635;01/04/2023;AG005;335;Résolu;4;27,81;Téléphone;Relevé compteur;Oui;Oui;Oui;0;Non
CNT-71636;16/04/2023;AG009;119;En Attente;3;21,33;Email;Déménagement;Oui;Oui;Oui;;Non
CNT-71637;02/10/2023;AG003;323;Non Résolu;5;34,16;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71638;09/01/2023;AG007;275;Résolu;5;41,1;Téléphone;Demande d'information;;Oui;Oui;;Non
CNT-71639;24/09/2023;AG005;298;Résolu;5;24,04;Chat;Litige paiement;Oui;Oui;Non;7;Non
CNT-71640;21/10/2023;AG006;225;Résolu;5;42,09;Réseaux Sociaux;Facturation;Oui;Non;Non Renseigné;8;Non
CNT-71641;05/02/2023;AG002;88;En Attente;5;27,71;Téléphone;Demande d'information;Oui;Oui;Oui;;Non
CNT-71642;08/01/2023;AG005;225;Résolu;3;14,37;Chat;Facturation;Oui;Non;Oui;;Non
CNT-71643;13/06/2023;AG006;155;Résolu;3;44,7;Réseaux Sociaux;Demande d'information;Oui;Oui;Oui;5;Non
CNT-71644;01/04/2023;AG002;322;Résolu;4;48,87;Réseaux Sociaux;Déménagement;Oui;Non;Oui;8;Non
CNT-71645;24/04/2023;AG003;285;Non Résolu;4;29,38;Réseaux Sociaux;Souscription contrat;Oui;Non;Non Renseigné;8;Non
CNT-71646;05/04/2023;AG004;190;Non Résolu;3;18,14;Email;Panne compteur;Non;Non;Oui;3;Non
CNT-71647;06/12/2023;AG003;199;Résolu;4;38,05;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-71648;09/07/2023;AG007;421;Résolu;5;36,28;Email;Réclamation;Oui;Non;Oui;8;Non
CNT-71649;06/03/2023;AG001;382;En Attente;4;24,25;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-71650;25/11/2023;AG002;275;Résolu;5;13,32;Téléphone;Panne compteur;Oui;Non;Oui;7;Non
CNT-71651;13/01/2023;AG004;398;En Attente;5;41,68;Email;Réclamation;Oui;Non;Oui;9;Non
CNT-71652;19/07/2023;AG004;231;Résolu;5;15,01;Réseaux Sociaux;Demande d'information;yes;Non;Oui;10;Non
CNT-71653;09/09/2023;AG008;15;Non Résolu;5;44,58;Téléphone;Changement d'offre;Oui;Non;Non;10;Non
CNT-71654;07/09/2023;AG003;352;En Attente;4;36,51;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-71655;22/10/2023;AG007;189;Résolu;4;33,52;Réseaux Sociaux;Facturation;Non;Non;Non;10;Non
CNT-71656;21/12/2023;AG004;202;En Attente;4;10,94;Téléphone;Réclamation;Oui;Oui;Oui;;Non
CNT-71657;11/10/2023;AG007;196;Non Résolu;5;18,87;Téléphone;Déménagement;Oui;Non;Oui;0;Non
CNT-71658;22/06/2023;AG006;;Résolu;3;24,02;Téléphone;Facturation;Oui;Oui;Non Renseigné;6;Non
CNT-71659;15/05/2023;AG007;213;En Attente;;39,94;Téléphone;Relevé compteur;Oui;Non;Non;;Non
CNT-71660;10/07/2023;AG001;403;Non Résolu;4;49,03;Téléphone;Déménagement;;Non;Oui;8;Non
CNT-71661;18/09/2023;AG008;229;En Attente;4;18,83;Téléphone;Souscription contrat;Oui;Non;Oui;8;Non
CNT-71662;04/09/2023;AG002;293;En Attente;4;42,51;Chat;Souscription contrat;Oui;Non;Oui;;Non
CNT-71663;09/08/2023;AG009;358;En Attente;4;35,72;Chat;Souscription contrat;Oui;Non;Oui;;Oui
CNT-71664;17/05/2023;AG004;114;Résolu;;11,87;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;6;Non
CNT-71665;15/10/2023;AG001;219;Résolu;4;30,96;Email;Relevé compteur;Oui;Non;Oui;;Non
CNT-71666;26/04/2023;AG008;357;En Attente;5;40,53;Chat;Panne compteur;yes;Non;Non;;Non
CNT-71667;23/07/2023;AG007;;En Attente;4;20,55;Réseaux Sociaux;Panne compteur;yes;Non;Non;8;Oui
CNT-71668;16/12/2023;AG007;155;Résolu;4;41,51;Téléphone;Relevé compteur;yes;Non;Oui;;Non
CNT-71669;16/12/2023;AG006;160;Non Résolu;5;47,45;Téléphone;Litige paiement;Oui;Non;Non;7;Non
CNT-71670;02/08/2023;AG004;310;En Attente;5;18,95;Réseaux Sociaux;Résiliation;Non;Non;Oui;8;Non
CNT-71671;11/09/2023;AG001;394;En Attente;5;30,56;Téléphone;Demande d'information;Oui;Non;Oui;8;Non
CNT-71672;18/01/2023;AG007;328;Non Résolu;;24,87;Téléphone;Changement d'offre;Oui;Non;Non;;Oui
CNT-71673;05/04/2023;AG003;200;Résolu;5;43,18;Email;Réclamation;Oui;Non;Non;2;Oui
CNT-71674;01/03/2023;AG004;374;Non Résolu;4;22,67;Email;Changement d'offre;Non;Non;Non;8;Non
CNT-71675;06/02/2023;AG008;218;Non Résolu;4;27,05;Réseaux Sociaux;Relevé compteur;Non;Non;Oui;7;Non
CNT-71676;04/06/2023;AG006;194;Résolu;4;47,88;Email;Déménagement;Oui;Oui;Oui;;Non
CNT-71677;03/10/2023;AG007;277;En Attente;3;32,52;Téléphone;Relevé compteur;Oui;Oui;Oui;7;Non
CNT-71678;05/09/2023;AG009;384;Résolu;5;44,5;Réseaux Sociaux;Facturation;Oui;Non;Oui;2;Non
CNT-71679;23/07/2023;AG001;262;Non Résolu;;30,41;Téléphone;Litige paiement;Oui;Non;Non;;Non
CNT-71680;03/05/2023;AG005;283;Non Résolu;;23,52;Téléphone;Facturation;Oui;Non;Oui;;Non
CNT-71681;18/12/2023;AG004;;Résolu;4;28,03;Téléphone;Changement d'offre;Oui;Oui;Oui;;Non
CNT-71682;20/04/2023;AG002;166;Résolu;3;42,73;Réseaux Sociaux;Souscription contrat;Oui;Non;Non Renseigné;;Non
CNT-71683;13/01/2023;AG001;90;Non Résolu;4;33,33;Email;Changement d'offre;Oui;Oui;Oui;9;Oui
CNT-71684;17/02/2023;AG003;165;Résolu;3;22,77;Téléphone;Déménagement;Oui;Non;Oui;9;Non
CNT-71685;17/04/2023;AG008;169;Non Résolu;3;43,57;Réseaux Sociaux;Facturation;Non;Non;Oui;5;Non
CNT-71686;29/07/2023;AG003;285;Résolu;2;18,3;Chat;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71687;28/12/2023;AG009;334;Résolu;;17,98;Téléphone;Relevé compteur;Oui;Non;Non;3;Non
CNT-71688;29/08/2023;AG002;209;En Attente;;43,22;Téléphone;Résiliation;Non;Non;Non;;Non
CNT-71689;07/01/2023;AG003;104;Résolu;5;40,61;Téléphone;Facturation;Oui;Non;Oui;10;Non
CNT-71690;13/07/2023;AG009;267;Résolu;4;46,37;Téléphone;Réclamation;Non;Oui;Oui;9;Non
CNT-71691;27/09/2023;AG004;395;Résolu;5;22,36;Téléphone;Panne compteur;Oui;Non;Non Renseigné;8;Non
CNT-71692;03/09/2023;AG007;308;Résolu;4;31,11;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71693;21/04/2023;AG004;180;En Attente;2;44,04;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71694;12/11/2023;AG007;357;En Attente;1;10,65;Téléphone;Facturation;Oui;Non;Oui;9;Non
CNT-71695;31/12/2023;AG004;129;En Attente;5;33,99;Téléphone;Changement d'offre;Non;Non;Oui;;Non
CNT-71696;15/08/2023;AG007;174;Résolu;4;17,83;Chat;Souscription contrat;Oui;Non;Oui;9;Non
CNT-71697;10/12/2023;AG001;400;En Attente;4;31,04;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71698;24/03/2023;AG002;210;En Attente;3;19,35;Réseaux Sociaux;Facturation;Oui;Non;Oui;5;Oui
CNT-71699;26/06/2023;AG009;353;En Attente;3;20,44;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71700;20/10/2023;AG007;245;En Attente;4;9,15;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71701;24/07/2023;AG002;306;En Attente;5;;Téléphone;Réclamation;Oui;Non;Oui;7;Non
CNT-71702;02/01/2023;AG007;330;En Attente;2;14,27;Email;Réclamation;Oui;Non;Oui;;Non
CNT-71703;19/07/2023;AG004;359;En Attente;4;49,38;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-71704;10/12/2023;AG001;261;Résolu;4;24,67;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-71705;25/07/2023;AG006;507;Résolu;3;;Email;Déménagement;Oui;Non;Oui;6;Non
CNT-71706;14/09/2023;AG007;234;En Attente;4;;Chat;Résiliation;Oui;Non;Oui;;Oui
CNT-71707;24/04/2023;AG009;299;Résolu;4;20,72;Chat;Demande d'information;Oui;Oui;Oui;4;Non
CNT-71708;03/10/2023;AG006;293;Non Résolu;2;33,42;Téléphone;Résiliation;Oui;Non;Oui;8;Non
CNT-71709;01/10/2023;AG001;211;En Attente;2;33,97;Téléphone;Panne compteur;yes;Non;Oui;;Oui
CNT-71710;26/12/2023;AG006;323;En Attente;5;40,38;Réseaux Sociaux;Facturation;Oui;Non;Non Renseigné;;Non
CNT-71711;04/02/2023;AG003;142;Résolu;5;23,67;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-71712;23/05/2023;AG004;203;En Attente;2;40,08;Chat;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71713;19/04/2023;AG003;372;Résolu;;10,38;Email;Relevé compteur;Oui;Non;Oui;2;Oui
CNT-71714;12/03/2023;AG004;307;Résolu;4;49,23;Téléphone;Litige paiement;Oui;Non;Non;;Non
CNT-71715;31/07/2023;AG005;265;Résolu;4;20,55;Téléphone;Panne compteur;Oui;Non;Non;;Non
CNT-71716;30/10/2023;AG004;189;Non Résolu;5;44,81;Chat;Litige paiement;Oui;Non;Oui;7;Non
CNT-71717;04/11/2023;AG001;250;Résolu;4;32,31;Email;Souscription contrat;Oui;Non;Oui;9;Non
CNT-71718;13/09/2023;AG009;171;Non Résolu;4;47,82;Réseaux Sociaux;Relevé compteur;Non;Non;Oui;10;Non
CNT-71719;14/09/2023;AG008;233;Résolu;5;30,74;Téléphone;Demande d'information;Oui;Non;Oui;9;Non
CNT-71720;29/05/2023;AG007;169;Résolu;1;20,1;Chat;Facturation;Oui;Non;Oui;10;Non
CNT-71721;30/05/2023;AG007;128;Résolu;;33,67;Téléphone;Changement d'offre;;Non;Oui;;Non
CNT-71722;11/09/2023;AG006;388;Résolu;4;26,35;Téléphone;Facturation;Oui;Non;Oui;7;Non
CNT-71723;06/12/2023;AG005;244;En Attente;5;19,34;Téléphone;Résiliation;Oui;Non;Oui;6;Non
CNT-71724;21/06/2023;AG007;297;Résolu;2;47,37;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;0;Non
CNT-71725;29/10/2023;AG002;206;Résolu;3;29,98;Réseaux Sociaux;Résiliation;Oui;Non;Oui;9;Non
CNT-71726;09/03/2023;AG003;239;Non Résolu;5;41,39;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71727;28/10/2023;AG007;166;En Attente;4;26,99;Téléphone;Facturation;Oui;Oui;Oui;7;Non
CNT-71728;29/11/2023;AG005;428;Résolu;;32,85;Réseaux Sociaux;Facturation;Oui;Non;Oui;10;Non
CNT-71729;03/07/2023;AG002;58;Non Résolu;4;44,11;Téléphone;Réclamation;Oui;Oui;Oui;;Non
CNT-71730;23/03/2023;AG008;352;Résolu;2;32,2;Téléphone;Souscription contrat;Oui;Non;Oui;10;Non
CNT-71731;31/03/2023;AG005;204;Résolu;3;21,32;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71732;11/08/2023;AG009;165;En Attente;4;34,53;Chat;Facturation;Oui;Non;Oui;;Non
CNT-71733;07/07/2023;AG002;121;En Attente;4;18,46;Chat;Souscription contrat;Oui;Non;Non Renseigné;0;Non
CNT-71734;17/12/2023;AG006;273;En Attente;3;46,72;Email;Déménagement;Oui;Non;Oui;;Non
CNT-71735;19/03/2023;AG007;338;Résolu;1;10,9;Téléphone;Demande d'information;Oui;Non;Non;;Non
CNT-71736;12/03/2023;AG008;326;Résolu;3;10,5;Réseaux Sociaux;Facturation;Oui;Non;Oui;10;Non
CNT-71737;27/03/2023;AG008;217;En Attente;4;26,88;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-71738;19/04/2023;AG001;238;En Attente;5;43,39;Téléphone;Changement d'offre;Non;Non;Non Renseigné;;Non
CNT-71739;22/06/2023;AG005;163;En Attente;5;34,55;Téléphone;Panne compteur;Oui;Oui;Oui;;Non
CNT-71740;15/10/2023;AG006;178;Résolu;5;;Chat;Relevé compteur;Oui;Non;Oui;7;Non
CNT-71741;06/08/2023;AG004;388;Non Résolu;4;47,72;Téléphone;Déménagement;Oui;Non;Oui;9;Oui
CNT-71742;06/08/2023;AG007;197;Résolu;5;26,49;Réseaux Sociaux;Litige paiement;Oui;Oui;Oui;8;Non
CNT-71743;05/01/2023;AG001;428;Résolu;4;46,67;Réseaux Sociaux;Résiliation;Oui;Non;Oui;;Non
CNT-71744;10/12/2023;AG002;429;Résolu;4;26,1;Téléphone;Litige paiement;Non;Non;Oui;7;Non
CNT-71745;29/06/2023;AG007;322;Résolu;4;18,17;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
CNT-71746;28/09/2023;AG007;332;Non Résolu;3;29,56;Téléphone;Souscription contrat;Oui;Oui;Oui;6;Non
CNT-71747;11/12/2023;AG008;410;En Attente;3;34,58;Chat;Réclamation;Oui;Non;Non Renseigné;3;Non
CNT-71748;27/10/2023;AG001;321;Résolu;5;47,87;Email;Demande d'information;Oui;Non;Oui;4;Non
CNT-71749;24/01/2023;AG002;198;Résolu;4;45,54;Chat;Relevé compteur;Non;Non;Oui;;Non
CNT-71750;20/09/2023;AG005;171;En Attente;4;42,14;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;7;Non
CNT-71751;25/11/2023;AG006;91;Non Résolu;5;33,4;Chat;Facturation;Oui;Non;Non Renseigné;6;Non
CNT-71752;06/12/2023;AG009;337;Résolu;4;30,98;Réseaux Sociaux;Facturation;Oui;Non;Oui;;Non
CNT-71753;29/01/2023;AG002;268;Résolu;5;30,11;Chat;Déménagement;Oui;Non;Oui;8;Non
CNT-71754;29/09/2023;AG004;176;Non Résolu;4;43,66;Email;Souscription contrat;Non;Non;Oui;5;Non
CNT-71755;20/02/2023;AG007;17;Résolu;4;33,98;Réseaux Sociaux;Résiliation;Oui;Oui;Oui;9;Oui
CNT-71756;27/07/2023;AG004;105;Non Résolu;4;43,19;Email;Déménagement;Oui;Non;Non;5;Non
CNT-71757;16/11/2023;AG001;343;En Attente;4;15,8;Chat;Litige paiement;Oui;Non;Oui;5;Non
CNT-71758;15/02/2023;AG009;168;Résolu;5;36,49;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71759;06/04/2023;AG007;161;Non Résolu;;17,93;Téléphone;Facturation;Oui;Non;Oui;;Non
CNT-71760;04/10/2023;AG006;197;Résolu;5;15,04;Chat;Souscription contrat;Oui;Non;Oui;;Non
CNT-71761;15/11/2023;AG001;286;Non Résolu;5;29,86;Chat;Déménagement;Oui;Non;Oui;7;Non
CNT-71762;31/01/2023;AG009;267;En Attente;3;36,71;Téléphone;Litige paiement;Oui;Non;Non Renseigné;;Non
CNT-71763;07/09/2023;AG001;283;Résolu;;34,63;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-71764;11/06/2023;AG005;158;Non Résolu;5;31,29;Réseaux Sociaux;Réclamation;Oui;Oui;Non Renseigné;;Non
CNT-71765;19/04/2023;AG005;295;Résolu;5;24,83;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
CNT-71766;22/07/2023;AG003;369;Résolu;5;14,26;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71767;17/01/2023;AG001;;En Attente;4;23,74;Téléphone;Résiliation;Oui;Non;Non Renseigné;7;Non
CNT-71768;25/02/2023;AG006;225;Résolu;5;45,54;Réseaux Sociaux;Facturation;Non;Non;Oui;;Non
CNT-71769;25/03/2023;AG002;206;En Attente;;28,79;Chat;Changement d'offre;Oui;Non;Oui;7;Non
CNT-71770;24/07/2023;AG005;;En Attente;3;13,75;Chat;Déménagement;Oui;Non;Non;9;Non
CNT-71771;31/10/2023;AG003;;Résolu;3;17,21;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;;Non
CNT-71772;12/08/2023;AG006;251;Non Résolu;;42,07;Chat;Facturation;Oui;Non;Non;;Non
CNT-71773;20/05/2023;AG004;197;Résolu;4;33,02;Chat;Déménagement;Oui;Oui;Oui;;Non
CNT-71774;07/05/2023;AG004;133;Résolu;4;23,1;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-71775;21/01/2023;AG001;305;Résolu;4;43,65;Téléphone;Souscription contrat;Oui;Non;Oui;3;Non
CNT-71776;23/07/2023;AG001;385;Résolu;4;22,04;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;8;Non
CNT-71777;15/08/2023;AG008;253;Non Résolu;5;22,89;Téléphone;Facturation;Oui;Oui;Oui;5;Non
CNT-71778;24/05/2023;AG006;338;En Attente;;18,42;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;6;Non
CNT-71779;25/06/2023;AG007;;Résolu;5;48,89;Téléphone;Facturation;Oui;Non;Oui;9;Non
CNT-71780;25/10/2023;AG002;416;Résolu;5;48,4;Téléphone;Demande d'information;Oui;Non;Oui;8;Non
CNT-71781;15/09/2023;AG005;327;Non Résolu;3;25,6;Réseaux Sociaux;Facturation;Oui;Oui;Non Renseigné;7;Non
CNT-71782;04/12/2023;AG005;267;Non Résolu;1;20,88;Téléphone;Résiliation;Oui;Non;Oui;5;Non
CNT-71783;14/09/2023;AG007;226;Résolu;5;26,75;Téléphone;Facturation;Oui;Non;Non Renseigné;8;Non
CNT-71784;24/12/2023;AG001;185;Résolu;4;28,93;Réseaux Sociaux;Facturation;Oui;Non;Non;7;Oui
CNT-71785;10/05/2023;AG007;258;Non Résolu;4;26,48;Chat;Réclamation;Oui;Non;Oui;8;Oui
CNT-71786;08/09/2023;AG006;352;Non Résolu;;16,59;Réseaux Sociaux;Litige paiement;Oui;Oui;Oui;;Non
CNT-71787;01/01/2023;AG001;394;Non Résolu;5;17,45;Chat;Changement d'offre;Oui;Non;Oui;;Non
CNT-71788;15/11/2023;AG003;188;Résolu;5;35,95;Email;Réclamation;Non;Non;Oui;6;Non
CNT-71789;24/06/2023;AG008;204;Résolu;4;49,77;Téléphone;Changement d'offre;Non;Non;Oui;;Non
CNT-71790;12/09/2023;AG006;374;Non Résolu;5;25,81;Chat;Relevé compteur;yes;Oui;Oui;2;Non
CNT-71791;10/12/2023;AG005;422;Résolu;3;21,82;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71792;26/02/2023;AG009;73;Non Résolu;5;40,58;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;;Non
CNT-71793;01/09/2023;AG007;257;Résolu;5;14,43;Chat;Changement d'offre;Oui;Non;Oui;1;Non
CNT-71794;24/09/2023;AG009;326;Résolu;5;14,12;Téléphone;Réclamation;Oui;Non;Oui;7;Non
CNT-71795;16/05/2023;AG005;315;En Attente;4;49,05;Téléphone;Litige paiement;yes;Non;Non;;Non
CNT-71796;30/11/2023;AG004;95;Résolu;3;32,86;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71797;30/03/2023;AG005;257;Résolu;;26,22;Téléphone;Réclamation;Oui;Oui;Oui;5;Non
CNT-71798;22/03/2023;AG009;224;En Attente;;36,22;Téléphone;Relevé compteur;Oui;Non;Oui;7;Non
CNT-71799;07/12/2023;AG002;123;Résolu;5;11,91;Téléphone;Souscription contrat;Oui;Non;Oui;5;Non
CNT-71800;16/11/2023;AG007;333;En Attente;5;11,57;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71801;31/07/2023;AG003;390;Résolu;5;48,55;Téléphone;Demande d'information;Oui;Non;Oui;7;Non
CNT-71802;19/11/2023;AG005;266;Non Résolu;4;40,83;Téléphone;Relevé compteur;Oui;Non;Oui;0;Oui
CNT-71803;07/06/2023;AG001;226;Non Résolu;;41,3;Réseaux Sociaux;Résiliation;Non;Non;Oui;;Non
CNT-71804;17/03/2023;AG002;271;Résolu;;28,77;Chat;Changement d'offre;Oui;Non;Non;;Non
CNT-71805;28/08/2023;AG009;340;Non Résolu;5;10,84;Chat;Panne compteur;Oui;Oui;Oui;;Oui
CNT-71806;01/10/2023;AG003;56;Résolu;3;40,69;Email;Panne compteur;Oui;Non;Oui;7;Non
CNT-71807;31/12/2023;AG008;398;En Attente;1;25,56;Réseaux Sociaux;Panne compteur;Non;Non;Oui;6;Non
CNT-71808;05/03/2023;AG002;194;En Attente;5;14,45;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;10;Non
CNT-71809;09/03/2023;AG001;290;Résolu;5;14,73;Chat;Litige paiement;Oui;Non;Oui;8;Non
CNT-71810;31/12/2023;AG006;265;Résolu;;41,55;Chat;Panne compteur;Oui;Non;Non;4;Non
CNT-71811;20/03/2023;AG002;;Résolu;4;34,03;Chat;Réclamation;Non;Non;Non;;Non
CNT-71812;23/12/2023;AG005;438;Résolu;5;22,93;Téléphone;Demande d'information;Oui;Non;Oui;0;Oui
CNT-71813;14/08/2023;AG006;334;En Attente;5;23,84;Téléphone;Résiliation;Oui;Non;Non;;Non
CNT-71814;20/12/2023;AG004;373;Non Résolu;5;15,63;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71815;12/04/2023;AG001;160;Non Résolu;2;;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71816;23/09/2023;AG007;263;Non Résolu;4;47,64;Chat;Relevé compteur;Oui;Non;Oui;6;Non
CNT-71817;27/06/2023;AG007;243;Résolu;4;33,99;Téléphone;Résiliation;Oui;Non;Non;;Oui
CNT-71818;21/02/2023;AG006;326;Résolu;4;29,39;Email;Panne compteur;Oui;Non;Oui;;Non
CNT-71819;07/07/2023;AG005;;Résolu;4;38,45;Email;Déménagement;Non;Non;Oui;10;Non
CNT-71820;15/12/2023;AG002;207;Résolu;5;22,78;Téléphone;Réclamation;Oui;Oui;Oui;;Non
CNT-71821;10/08/2023;AG001;321;En Attente;5;18,17;Téléphone;Relevé compteur;Oui;Non;Oui;6;Non
CNT-71822;07/07/2023;AG001;359;En Attente;5;23,15;Email;Relevé compteur;Oui;Non;Oui;8;Non
CNT-71823;28/09/2023;AG001;247;En Attente;4;24,35;Chat;Litige paiement;Oui;Non;Oui;6;Non
CNT-71824;25/11/2023;AG001;264;Non Résolu;5;30,95;Réseaux Sociaux;Facturation;Oui;Non;Non;9;Non
CNT-71825;15/03/2023;AG001;374;En Attente;5;44,29;Email;Demande d'information;Oui;Non;Non Renseigné;;Non
CNT-71826;22/01/2023;AG004;460;Résolu;3;12,51;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Non
CNT-71827;19/05/2023;AG007;249;Résolu;5;16,32;Téléphone;Résiliation;Oui;Oui;Non Renseigné;;Non
CNT-71828;23/09/2023;AG002;246;Résolu;5;48,6;Téléphone;Résiliation;Oui;Oui;Oui;8;Non
CNT-71829;10/01/2023;AG009;;Résolu;4;48,8;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71830;10/11/2023;AG002;215;Résolu;3;48,53;Chat;Réclamation;Oui;Non;Non;;Oui
CNT-71831;02/06/2023;AG008;345;Résolu;;37,26;Chat;Relevé compteur;yes;Non;Oui;;Non
CNT-71832;16/04/2023;AG001;416;Résolu;5;9,68;Email;Demande d'information;yes;Oui;Oui;8;Non
CNT-71833;02/11/2023;AG004;176;Non Résolu;4;14,99;Email;Facturation;Oui;Non;Non;;Non
CNT-71834;02/07/2023;AG002;306;Non Résolu;3;23,93;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71835;16/04/2023;AG001;364;Résolu;3;29,53;Chat;Relevé compteur;Oui;Oui;Oui;9;Oui
CNT-71836;01/12/2023;AG002;284;Résolu;5;25,32;Chat;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71837;02/07/2023;AG009;336;Résolu;5;13,93;Téléphone;Souscription contrat;Oui;Non;Non Renseigné;8;Non
CNT-71838;27/07/2023;AG009;144;En Attente;5;29,44;Téléphone;Demande d'information;Non;Oui;Non;9;Non
CNT-71839;02/09/2023;AG005;;Non Résolu;5;45,25;Téléphone;Facturation;Oui;Non;Oui;6;Non
CNT-71840;28/04/2023;AG004;419;Non Résolu;4;24,97;Téléphone;Panne compteur;Oui;Non;Non;7;Non
CNT-71841;28/05/2023;AG009;345;Résolu;5;10,19;Téléphone;Souscription contrat;Oui;Non;Oui;9;Oui
CNT-71842;27/10/2023;AG002;316;Résolu;2;43,62;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71843;30/10/2023;AG002;356;Résolu;5;33,62;Téléphone;Demande d'information;Oui;Non;Non Renseigné;4;Non
CNT-71844;01/01/2023;AG001;230;Non Résolu;5;48,82;Téléphone;Demande d'information;Oui;Non;Oui;10;Oui
CNT-71845;18/05/2023;AG003;160;En Attente;4;23,4;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;;Non
CNT-71846;16/12/2023;AG005;139;En Attente;4;11,12;Email;Réclamation;Non;Non;Oui;;Non
CNT-71847;05/09/2023;AG009;126;Résolu;4;13,88;Réseaux Sociaux;Demande d'information;;Oui;Oui;5;Non
CNT-71848;13/10/2023;AG002;304;Résolu;1;11,6;Email;Changement d'offre;Non;Non;Oui;;Non
CNT-71849;06/04/2023;AG001;219;Résolu;4;21,25;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-71850;12/03/2023;AG002;412;Résolu;5;24,35;Téléphone;Résiliation;Oui;Non;Oui;;Oui
CNT-71851;30/11/2023;AG003;386;Résolu;5;;Email;Litige paiement;Oui;Non;Non Renseigné;;Non
CNT-71852;07/12/2023;AG005;327;Résolu;;42,26;Téléphone;Litige paiement;Oui;Non;Non;8;Non
CNT-71853;06/03/2023;AG001;170;En Attente;3;14,68;Téléphone;Réclamation;Oui;Oui;Oui;;Non
CNT-71854;01/12/2023;AG007;94;En Attente;4;15,89;Téléphone;Déménagement;Oui;Non;Oui;8;Non
CNT-71855;23/09/2023;AG001;251;Résolu;2;39,11;Réseaux Sociaux;Réclamation;Oui;Oui;Oui;;Non
CNT-71856;01/04/2023;AG004;112;Non Résolu;5;21,71;Chat;Réclamation;Oui;Non;Oui;9;Non
CNT-71857;24/04/2023;AG002;279;Résolu;4;48,63;Téléphone;Changement d'offre;Oui;Non;Non;9;Non
CNT-71858;17/03/2023;AG008;480;Résolu;4;24,45;Téléphone;Litige paiement;Oui;Non;Oui;4;Non
CNT-71859;29/11/2023;AG006;188;Résolu;4;12,19;Téléphone;Panne compteur;Oui;Oui;Oui;3;Non
CNT-71860;11/11/2023;AG003;416;En Attente;5;20,77;Téléphone;Souscription contrat;Oui;Non;Non;8;Oui
CNT-71861;15/02/2023;AG008;94;Résolu;5;43,77;Téléphone;Résiliation;Oui;Oui;Oui;10;Non
CNT-71862;23/08/2023;AG005;221;Résolu;4;14,12;Téléphone;Facturation;Oui;Non;Non;5;Non
CNT-71863;21/03/2023;AG001;158;Résolu;3;25,6;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71864;06/09/2023;AG007;205;Non Résolu;3;31,29;Réseaux Sociaux;Résiliation;Oui;Non;Non Renseigné;;Non
CNT-71865;24/06/2023;AG001;13;Résolu;4;20,27;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71866;02/04/2023;AG002;386;Résolu;3;21,96;Téléphone;Résiliation;Oui;Non;Oui;9;Non
