Reference_Dossier;Date;ID Agent;Durée_Traitement_Sec;Dossier_Cloture;Note_Satisfaction_Client;Prix_Prestation;Type_Contact;Objet;Traite;Appel Repris;Conforme;NPS;Réclammation
DOS50748;18/09/2023;AG025;348;Non;4;43,61;Courrier;Souscription contrat;Non;Non;Non Renseigné;5;Non
DOS50749;31/03/2023;AG025;384;Oui;4;24,49;Courrier;Relevé compteur;Non;Non;Oui;8;Oui
DOS50750;09/06/2023;AG019;432;Non;3;24,76;Courrier;Litige paiement;Non;Non;Non Renseigné;8;Oui
DOS50751;07/01/2023;AG007;228;Oui;4;36,2;Email;Facturation;Oui;Non;Oui;10;Oui
DOS50752;03/04/2023;AG025;396;Non;5;16,75;Courrier;Panne compteur;Oui;Non;Non;;Non
DOS50753;06/10/2023;AG019;246;Non;;47,67;Email;Litige paiement;Non;Non;Oui;7;Oui
DOS50754;01/08/2023;AG019;162;Non;;35,31;Email;Relevé compteur;Oui;Non;Oui;;Oui
DOS50755;23/10/2023;AG025;360;Oui;5;24,15;Téléphone;Réclamation;Oui;Non;Oui;;Non
DOS50756;04/01/2023;AG019;174;Oui;4;14,72;Email;Relevé compteur;Oui;Oui;Oui;5;Non
DOS50757;04/01/2023;AG003;150;Non;;54,4;Téléphone;Résiliation;Non;Non;Non Renseigné;9;Non
DOS50758;03/05/2023;AG008;318;Oui;5;27,96;Email;Panne compteur;Oui;Non;Oui;9;Non
DOS50759;03/06/2023;AG019;294;Oui;2;39,78;Chat;Litige paiement;Non;Non;Oui;10;Non
DOS50760;25/08/2023;AG011;480;Non;4;43,36;Téléphone;Résiliation;Non;Non;Non Renseigné;10;Oui
DOS50761;26/11/2023;AG019;174;Non;4;41,69;Chat;Réclamation;Non;Non;Oui;;Non
DOS50762;04/04/2023;AG007;348;Non;4;24,04;Téléphone;Souscription contrat;Oui;Non;Oui;2;Oui
DOS50763;18/05/2023;AG012;216;Oui;;13,24;Chat;Déménagement;Non;Non;Oui;;Non
DOS50764;13/10/2023;AG003;132;Oui;4;32,09;Chat;Déménagement;Non;Non;Oui;0;Non
DOS50765;02/12/2023;AG011;78;Oui;3;42,31;Téléphone;Litige paiement;Non;Non;Oui;;Non
DOS50766;23/05/2023;AG012;180;Oui;4;14,6;Email;Panne compteur;Oui;Non;Oui;8;Oui
DOS50767;25/05/2023;AG003;174;Oui;5;41,53;Téléphone;Changement d'offre;Non;Non;Non;8;Oui
DOS50768;27/01/2023;AG003;84;Non;;42,32;Email;Demande d'information;Non;Non;Oui;;Oui
DOS50769;21/09/2023;AG019;414;Non;3;35,11;Chat;Litige paiement;Non;Non;Oui;10;Oui
DOS50770;29/05/2023;AG008;450;Non;5;39,36;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS50771;06/02/2023;AG003;;Non;4;40,38;Chat;Panne compteur;Non;Non;Non Renseigné;;Oui
DOS50772;13/12/2023;AG012;222;Non;4;18,74;Courrier;Réclamation;Non;Non;Non;;Non
DOS50773;19/01/2023;AG007;258;Non;5;39,49;Email;Résiliation;Oui;Oui;Oui;7;Oui
DOS50774;28/02/2023;AG007;282;Non;4;19,29;Courrier;Souscription contrat;Oui;Non;Oui;;Oui
DOS50775;17/06/2023;AG007;432;Oui;4;44,53;Courrier;Facturation;Oui;Oui;Non Renseigné;10;Oui
DOS50776;20/08/2023;AG019;432;Oui;3;12,66;Chat;Relevé compteur;Oui;Non;Non;10;Oui
DOS50777;11/10/2023;AG008;348;Non;5;16,61;Courrier;Souscription contrat;Non;Non;Non Renseigné;8;Oui
DOS50778;26/10/2023;AG008;342;Oui;4;14,99;Téléphone;Facturation;Non;Non;Oui;;Non
DOS50779;01/12/2023;AG025;252;Oui;4;33,34;Téléphone;Litige paiement;Non;Non;Non Renseigné;5;Oui
DOS50780;07/04/2023;AG008;78;Oui;1;49,43;Chat;Facturation;Oui;Non;Oui;8;Non
DOS50781;01/06/2023;AG025;276;Non;2;19,33;Chat;Déménagement;Oui;Non;Oui;;Non
DOS50782;12/10/2023;AG007;456;Oui;3;13,31;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
DOS50783;22/02/2023;AG012;234;Non;4;40,94;Email;Déménagement;Non;Non;Oui;10;Oui
DOS50784;12/12/2023;AG007;270;Oui;5;37,21;Email;Facturation;Non;Oui;Non;;Non
DOS50785;15/08/2023;AG025;402;Non;5;15,32;Email;Changement d'offre;Oui;Non;Oui;8;Oui
DOS50786;28/04/2023;AG008;264;Non;4;25,55;Email;Déménagement;Non;Non;Oui;;Non
DOS50787;03/04/2023;AG007;282;Oui;5;49,63;Courrier;Déménagement;Oui;Oui;Oui;;Oui
DOS50788;02/03/2023;AG025;408;Oui;4;30,64;Courrier;Déménagement;Oui;Non;Oui;9;Oui
DOS50789;20/11/2023;AG025;78;Oui;;31,73;Email;Résiliation;Non;Non;Oui;10;Non
DOS50790;21/02/2023;AG007;174;Non;;14,63;Email;Relevé compteur;Non;Oui;Non;7;Non
DOS50791;03/07/2023;AG003;534;Oui;1;33,04;Chat;Demande d'information;Oui;Non;Oui;5;Oui
DOS50792;20/10/2023;AG019;408;Oui;3;36,3;Email;Facturation;Oui;Oui;Oui;4;Oui
DOS50793;17/09/2023;AG003;420;Non;5;32,13;Téléphone;Litige paiement;Non;Non;Oui;7;Oui
DOS50794;16/08/2023;AG007;348;Non;2;46,91;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
DOS50795;27/01/2023;AG007;360;Non;5;46,97;Téléphone;Changement d'offre;Oui;Non;Oui;4;Oui
DOS50796;02/07/2023;AG011;240;Oui;5;49,18;Email;Souscription contrat;Non;Non;Oui;4;Oui
DOS50797;25/01/2023;AG025;564;Non;3;51,82;Email;Souscription contrat;Non;Non;Oui;0;Oui
DOS50798;23/12/2023;AG012;276;Oui;5;17,12;Téléphone;Réclamation;Non;Non;Oui;7;Oui
DOS50799;19/04/2023;AG003;426;Oui;4;15,46;Téléphone;Déménagement;Non;Non;Oui;6;Non
DOS50800;21/11/2023;AG019;;Oui;4;33,01;Téléphone;Facturation;Oui;Non;Oui;9;Non
DOS50801;04/10/2023;AG003;234;Oui;;42,16;Courrier;Déménagement;Oui;Oui;Non Renseigné;;Oui
DOS50802;18/09/2023;AG025;306;Non;4;34,28;Chat;Relevé compteur;Oui;Oui;Oui;10;Oui
DOS50803;27/08/2023;AG008;348;Non;5;34,44;Email;Déménagement;Oui;Non;Oui;;Oui
DOS50804;13/10/2023;AG003;468;Non;5;12,38;Chat;Réclamation;Non;Non;Non;;Oui
DOS50805;26/03/2023;AG007;654;Oui;4;12,07;Email;Déménagement;Non;Non;Oui;;Oui
DOS50806;14/07/2023;AG003;198;Non;4;50,47;Email;Résiliation;Oui;Non;Oui;5;Non
DOS50807;19/05/2023;AG025;390;Oui;5;51,93;Courrier;Changement d'offre;Oui;Non;Non;9;Non
DOS50808;21/10/2023;AG011;324;Oui;5;19,54;Email;Facturation;Oui;Non;Oui;3;Non
DOS50809;31/05/2023;AG012;102;Non;5;46,67;Chat;Souscription contrat;Non;Non;Non;;Oui
DOS50810;30/09/2023;AG019;498;Oui;;16,2;Courrier;Déménagement;Non;Non;Non Renseigné;;Oui
DOS50811;13/07/2023;AG012;264;Oui;5;13,73;Courrier;Souscription contrat;Non;Non;Non;;Non
DOS50812;10/10/2023;AG011;258;Oui;5;54,81;Email;Panne compteur;Non;Non;Oui;;Non
DOS50813;07/08/2023;AG012;498;Oui;5;16,18;Chat;Demande d'information;Oui;Non;Non;;Oui
DOS50814;09/05/2023;AG011;306;Oui;4;47,57;Chat;Résiliation;Non;Non;Oui;9;Oui
DOS50815;05/07/2023;AG011;450;Non;4;47,14;Courrier;Réclamation;Oui;Non;Non Renseigné;3;Oui
DOS50816;03/09/2023;AG012;282;Non;5;52,84;Téléphone;Panne compteur;Non;Non;Oui;;Non
DOS50817;17/01/2023;AG003;372;Non;4;18,52;Courrier;Facturation;Non;Non;Oui;;Oui
DOS50818;01/07/2023;AG025;294;Non;3;47,62;Email;Litige paiement;Non;Non;Non Renseigné;;Oui
DOS50819;12/01/2023;AG019;216;Oui;2;32,36;Email;Déménagement;Non;Non;Oui;2;Non
DOS50820;04/10/2023;AG007;378;Non;;21,01;Téléphone;Facturation;Non;Non;Oui;9;Non
DOS50821;23/10/2023;AG003;402;Oui;2;52,8;Courrier;Souscription contrat;Non;Non;Oui;8;Non
DOS50822;03/08/2023;AG011;312;Non;5;30,16;Chat;Résiliation;Oui;Non;Non Renseigné;;Oui
DOS50823;25/05/2023;AG025;78;Non;4;19,39;Téléphone;Facturation;Non;Non;Oui;9;Non
DOS50824;17/10/2023;AG007;174;Oui;5;20,77;Email;Panne compteur;Non;Non;Non;3;Oui
DOS50825;02/06/2023;AG008;252;Oui;4;20,04;Téléphone;Panne compteur;Non;Non;Oui;6;Oui
DOS50826;04/04/2023;AG008;486;Non;;36,47;Téléphone;Résiliation;Oui;Oui;Non;6;Non
DOS50827;03/09/2023;AG019;306;Non;;50,41;Courrier;Litige paiement;Oui;Oui;Non;;Oui
DOS50828;19/10/2023;AG007;480;Oui;2;40,71;Courrier;Panne compteur;Non;Non;Oui;;Non
DOS50829;16/05/2023;AG025;432;Non;;31,33;Chat;Relevé compteur;Oui;Non;Oui;;Oui
DOS50830;01/03/2023;AG019;258;Non;1;48,97;Email;Litige paiement;Oui;Non;Non;;Non
DOS50831;14/04/2023;AG019;336;Non;2;45,45;Téléphone;Panne compteur;Non;Non;Oui;;Oui
DOS50832;29/01/2023;AG003;408;Oui;5;12,54;Email;Déménagement;Non;Non;Oui;;Non
DOS50833;03/08/2023;AG019;222;Non;5;21,34;Téléphone;Souscription contrat;Non;Non;Non Renseigné;;Oui
DOS50834;26/04/2023;AG025;396;Non;5;12,19;Chat;Facturation;Non;Non;Non;;Non
DOS50835;16/11/2023;AG012;384;Non;3;33,55;Email;Litige paiement;Oui;Non;Oui;;Oui
DOS50836;18/08/2023;AG025;216;Non;;39,94;Courrier;Litige paiement;Oui;Non;Non;8;Non
DOS50837;26/11/2023;AG019;372;Non;4;15,62;Courrier;Résiliation;Oui;Non;Oui;9;Non
DOS50838;01/02/2023;AG012;300;Non;;40,1;Email;Déménagement;Non;Non;Non;10;Non
DOS50839;15/02/2023;AG019;150;Non;;18,27;Email;Souscription contrat;Non;Non;Non Renseigné;;Non
DOS50840;08/07/2023;AG019;252;Non;5;22,26;Courrier;Facturation;Oui;Non;Oui;;Non
DOS50841;15/06/2023;AG019;246;Oui;4;21,74;Chat;Facturation;Oui;Non;Non;10;Oui
DOS50842;15/03/2023;AG011;510;Oui;5;30,84;Email;Résiliation;Oui;Non;Oui;;Non
DOS50843;29/12/2023;AG019;180;Oui;5;45,37;Chat;Résiliation;Oui;Non;Oui;;Oui
DOS50844;02/05/2023;AG011;234;Oui;1;14,1;Courrier;Panne compteur;Oui;Non;Non;0;Oui
DOS50845;28/01/2023;AG007;360;Oui;4;49,75;Courrier;Réclamation;Non;Non;Non Renseigné;6;Oui
DOS50846;27/07/2023;AG008;318;Oui;1;37,04;Chat;Résiliation;Oui;Non;Non;7;Non
DOS50847;10/06/2023;AG008;288;Non;1;54,44;Chat;Litige paiement;Oui;Non;Oui;5;Oui
DOS50848;30/10/2023;AG025;288;Non;5;27,98;Chat;Relevé compteur;Oui;Oui;Oui;10;Non
DOS50849;30/04/2023;AG012;426;Oui;5;24,76;Email;Panne compteur;Non;Non;Non Renseigné;6;Non
DOS50850;11/04/2023;AG008;216;Oui;5;53,35;Email;Changement d'offre;Non;Non;Oui;4;Oui
DOS50851;04/01/2023;AG011;186;Oui;;36,87;Courrier;Facturation;Oui;Non;Oui;;Non
DOS50852;27/12/2023;AG019;78;Non;4;19,86;Courrier;Souscription contrat;Non;Non;Non;;Oui
DOS50853;30/09/2023;AG008;258;Non;5;18,16;Courrier;Réclamation;Oui;Non;Oui;4;Non
DOS50854;08/11/2023;AG025;156;Oui;5;27,65;Téléphone;Déménagement;Oui;Non;Non;;Oui
DOS50855;11/07/2023;AG025;276;Non;4;17,55;Courrier;Réclamation;Oui;Non;Oui;7;Non
DOS50856;18/11/2023;AG011;108;Non;2;27,13;Chat;Résiliation;Oui;Non;Oui;8;Non
DOS50857;25/11/2023;AG011;270;Non;1;16,06;Chat;Réclamation;Oui;Non;Non Renseigné;;Non
DOS50858;15/03/2023;AG011;348;Non;;26,14;Email;Facturation;Oui;Non;Oui;8;Non
DOS50859;30/04/2023;AG007;306;Oui;3;49,69;Chat;Litige paiement;Oui;Non;Oui;7;Oui
DOS50860;24/05/2023;AG008;384;Non;3;48,83;Courrier;Demande d'information;Oui;Oui;Oui;;Non
DOS50861;11/07/2023;AG025;444;Non;;15,25;Email;Réclamation;Oui;Non;Oui;10;Non
DOS50862;16/05/2023;AG012;342;Oui;5;45,09;Chat;Réclamation;Non;Non;Oui;;Non
DOS50863;22/05/2023;AG011;312;Non;5;53,37;Téléphone;Réclamation;Oui;Non;Non Renseigné;4;Oui
DOS50864;28/06/2023;AG008;360;Non;4;42,38;Chat;Panne compteur;Oui;Non;Oui;;Non
DOS50865;13/07/2023;AG003;348;Oui;;44,7;Chat;Résiliation;Oui;Non;Non;6;Oui
DOS50866;13/08/2023;AG025;408;Oui;;47,48;Email;Panne compteur;Non;Non;Oui;;Oui
DOS50867;06/05/2023;AG007;318;Non;3;48,29;Courrier;Litige paiement;Non;Non;Non;4;Non
DOS50868;19/01/2023;AG019;168;Oui;3;13,53;Chat;Panne compteur;Non;Non;Oui;5;Non
DOS50869;21/09/2023;AG003;438;Oui;2;52,23;Téléphone;Résiliation;Non;Non;Oui;;Oui
DOS50870;09/02/2023;AG008;114;Oui;5;18,41;Téléphone;Réclamation;Non;Non;Non Renseigné;;Oui
DOS50871;16/08/2023;AG011;396;Oui;3;47,67;Email;Relevé compteur;Oui;Oui;Oui;7;Oui
DOS50872;21/11/2023;AG007;360;Oui;;39,74;Courrier;Panne compteur;Non;Non;Oui;3;Oui
DOS50873;09/06/2023;AG012;360;Oui;3;27,74;Téléphone;Relevé compteur;Non;Non;Oui;;Oui
DOS50874;05/03/2023;AG012;318;Oui;5;34,65;Chat;Changement d'offre;Non;Oui;Oui;;Oui
DOS50875;08/11/2023;AG008;588;Non;4;51,85;Téléphone;Réclamation;Oui;Non;Oui;0;Oui
DOS50876;29/04/2023;AG012;228;Oui;;45,93;Email;Changement d'offre;Non;Non;Non;9;Oui
DOS50877;21/11/2023;AG019;300;Oui;3;34,77;Courrier;Déménagement;Oui;Non;Oui;;Oui
DOS50878;19/08/2023;AG003;462;Non;5;30,83;Chat;Souscription contrat;Non;Non;Non;9;Non
DOS50879;13/06/2023;AG003;366;Oui;;35,85;Courrier;Résiliation;Non;Non;Non Renseigné;10;Non
DOS50880;23/01/2023;AG008;366;Oui;1;21,66;Courrier;Panne compteur;Non;Non;Oui;10;Oui
DOS50881;21/07/2023;AG025;462;Oui;4;38,36;Téléphone;Résiliation;Non;Non;Oui;5;Non
DOS50882;30/08/2023;AG019;480;Oui;5;38,7;Téléphone;Facturation;Oui;Non;Oui;6;Non
DOS50883;13/07/2023;AG007;402;Non;3;53,68;Chat;Litige paiement;Oui;Non;Oui;9;Oui
DOS50884;30/03/2023;AG007;552;Non;;16,28;Email;Demande d'information;Oui;Non;Non;7;Non
DOS50885;19/05/2023;AG011;366;Non;;28,36;Téléphone;Panne compteur;Oui;Non;Oui;;Non
DOS50886;21/10/2023;AG008;402;Non;2;13,73;Email;Demande d'information;Oui;Oui;Oui;;Oui
DOS50887;20/04/2023;AG025;432;Non;;35,5;Chat;Litige paiement;Non;Non;Oui;;Oui
DOS50888;28/03/2023;AG003;474;Non;4;31,01;Courrier;Déménagement;Oui;Non;Non;;Oui
DOS50889;31/01/2023;AG008;204;Oui;1;40,17;Téléphone;Résiliation;Non;Non;Oui;9;Non
DOS50890;14/02/2023;AG012;156;Oui;2;30,25;Courrier;Demande d'information;Oui;Non;Non;;Oui
DOS50891;16/05/2023;AG003;174;Oui;2;18,26;Téléphone;Relevé compteur;Oui;Oui;Oui;;Non
DOS50892;27/10/2023;AG003;258;Oui;4;29,21;Courrier;Demande d'information;Non;Non;Oui;;Oui
DOS50893;07/03/2023;AG007;432;Non;4;50,44;Téléphone;Déménagement;Oui;Oui;Oui;;Oui
DOS50894;17/11/2023;AG011;684;Oui;5;53,13;Courrier;Demande d'information;Non;Non;Non;7;Oui
DOS50895;13/05/2023;AG011;282;Oui;3;50,13;Courrier;Panne compteur;Non;Non;Non;8;Non
DOS50896;18/06/2023;AG003;300;Oui;5;53,77;Chat;Déménagement;Non;Non;Oui;;Oui
DOS50897;18/03/2023;AG003;156;Oui;2;28,01;Courrier;Demande d'information;Non;Oui;Oui;4;Oui
DOS50898;11/07/2023;AG019;168;Non;5;16,92;Chat;Relevé compteur;Oui;Non;Oui;4;Oui
DOS50899;07/02/2023;AG019;252;Oui;;43,83;Téléphone;Litige paiement;Non;Non;Oui;7;Non
DOS50900;28/11/2023;AG003;222;Oui;4;13,73;Téléphone;Demande d'information;Non;Non;Oui;;Non
DOS50901;20/04/2023;AG012;408;Non;4;54,37;Chat;Souscription contrat;Non;Non;Oui;7;Oui
DOS50902;21/11/2023;AG007;156;Oui;1;50,96;Chat;Panne compteur;Non;Non;Non Renseigné;;Oui
DOS50903;16/03/2023;AG025;180;Oui;3;37,16;Email;Facturation;Oui;Non;Oui;;Non
DOS50904;03/01/2023;AG007;348;Non;5;54,71;Courrier;Souscription contrat;Oui;Non;Non;5;Oui
DOS50905;16/03/2023;AG003;288;Oui;5;15,73;Téléphone;Litige paiement;Oui;Non;Non;9;Oui
DOS50906;17/08/2023;AG008;276;Oui;5;34,54;Téléphone;Souscription contrat;Non;Non;Non;;Non
DOS50907;28/01/2023;AG007;432;Non;4;51,34;Chat;Demande d'information;Non;Non;Oui;;Oui
DOS50908;25/09/2023;AG008;276;Oui;5;29,71;Email;Panne compteur;Oui;Non;Oui;8;Oui
DOS50909;29/04/2023;AG012;318;Oui;4;15,16;Chat;Litige paiement;Non;Oui;Non;8;Oui
DOS50910;24/05/2023;AG019;252;Non;5;47,91;Téléphone;Relevé compteur;Oui;Non;Oui;3;Oui
DOS50911;23/02/2023;AG025;300;Non;;21,02;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non
DOS50912;06/02/2023;AG019;408;Oui;4;44,09;Téléphone;Souscription contrat;Non;Non;Oui;;Oui
DOS50913;30/11/2023;AG019;264;Oui;;21,42;Téléphone;Panne compteur;Non;Oui;Oui;6;Non
DOS50914;16/02/2023;AG008;336;Non;4;28,8;Courrier;Demande d'information;Oui;Non;Oui;;Non
DOS50915;26/03/2023;AG019;270;Oui;5;44,94;Courrier;Changement d'offre;Non;Non;Non;6;Non
DOS50916;04/12/2023;AG012;72;Non;4;31,4;Email;Litige paiement;Oui;Non;Oui;9;Non
DOS50917;11/06/2023;AG025;228;Non;;44,19;Email;Panne compteur;Non;Non;Oui;10;Non
DOS50918;19/12/2023;AG011;252;Oui;5;32,14;Email;Souscription contrat;Non;Non;Non;;Non
DOS50919;07/01/2023;AG008;318;Non;5;50,07;Courrier;Facturation;Non;Non;Oui;10;Non
DOS50920;10/07/2023;AG025;384;Non;5;39,12;Chat;Souscription contrat;Oui;Non;Oui;;Oui
DOS50921;23/06/2023;AG019;288;Non;5;52,17;Chat;Déménagement;Non;Non;Oui;10;Non
DOS50922;22/04/2023;AG003;264;Non;4;21,94;Téléphone;Panne compteur;Oui;Oui;Oui;;Oui
DOS50923;18/06/2023;AG011;342;Non;4;28,95;Courrier;Litige paiement;Non;Oui;Non;;Non
DOS50924;25/03/2023;AG025;312;Oui;;;Chat;Changement d'offre;Non;Non;Oui;8;Non
DOS50925;18/01/2023;AG019;156;Non;;53,12;Téléphone;Litige paiement;Non;Non;Non;;Non
DOS50926;17/06/2023;AG025;480;Oui;4;52,5;Email;Litige paiement;Oui;Non;Oui;9;Oui
DOS50927;14/04/2023;AG007;270;Oui;;49,71;Téléphone;Changement d'offre;Oui;Non;Oui;10;Non
DOS50928;26/11/2023;AG019;312;Non;3;26,95;Courrier;Litige paiement;Oui;Non;Non Renseigné;;Oui
DOS50929;14/09/2023;AG025;138;Non;2;29,19;Chat;Résiliation;Non;Non;Non Renseigné;9;Non
DOS50930;31/01/2023;AG012;444;Oui;5;31,44;Téléphone;Panne compteur;Non;Non;Oui;7;Non
DOS50931;30/06/2023;AG012;258;Oui;;34,52;Courrier;Résiliation;Oui;Oui;Non;8;Non
DOS50932;21/01/2023;AG007;498;Oui;4;18,5;Téléphone;Déménagement;Non;Non;Non;7;Oui
DOS50933;20/08/2023;AG003;306;Oui;1;38,3;Courrier;Réclamation;Oui;Non;Non;;Non
DOS50934;24/09/2023;AG011;378;Oui;3;26,07;Email;Relevé compteur;Non;Oui;Oui;;Non
DOS50935;29/06/2023;AG019;270;Non;;26,15;Chat;Relevé compteur;Non;Non;Oui;9;Oui
DOS50936;22/09/2023;AG003;162;Non;4;24,25;Chat;Résiliation;Non;Non;Non;10;Oui
DOS50937;18/08/2023;AG003;360;Oui;4;29,92;Courrier;Litige paiement;Oui;Oui;Oui;9;Non
DOS50938;25/12/2023;AG008;354;Non;3;37,78;Téléphone;Réclamation;Oui;Oui;Non;0;Non
DOS50939;24/01/2023;AG003;54;Oui;3;36,37;Email;Résiliation;Non;Non;Oui;;Non
DOS50940;12/02/2023;AG025;156;Oui;3;17,44;Chat;Souscription contrat;Oui;Non;Oui;;Oui
DOS50941;23/03/2023;AG025;438;Oui;5;44,71;Email;Relevé compteur;Oui;Non;Oui;6;Non
DOS50942;23/02/2023;AG025;258;Oui;5;29,5;Email;Souscription contrat;Non;Non;Oui;7;Non
DOS50943;22/06/2023;AG007;390;Oui;3;33,44;Courrier;Demande d'information;Oui;Oui;Oui;5;Oui
DOS50944;28/01/2023;AG011;558;Non;5;13,79;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS50945;18/04/2023;AG025;366;Non;;43,02;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS50946;09/12/2023;AG011;306;Non;5;47,59;Email;Relevé compteur;Non;Non;Oui;6;Oui
DOS50947;16/02/2023;AG008;228;Oui;3;31,4;Chat;Souscription contrat;Non;Non;Oui;;Non
DOS50948;22/06/2023;AG007;342;Oui;5;29,69;Téléphone;Litige paiement;Oui;Oui;Oui;9;Oui
DOS50949;24/11/2023;AG007;360;Non;;19,91;Email;Facturation;Oui;Non;Oui;0;Non
DOS50950;17/08/2023;AG007;318;Oui;5;48,65;Téléphone;Changement d'offre;Non;Non;Non;9;Non
DOS50951;22/03/2023;AG011;396;Oui;;26,71;Courrier;Relevé compteur;Non;Non;Oui;4;Non
DOS50952;19/09/2023;AG025;174;Oui;3;21,45;Chat;Relevé compteur;Non;Oui;Oui;6;Oui
DOS50953;05/11/2023;AG007;318;Oui;3;32,72;Téléphone;Facturation;Non;Non;Non;9;Oui
DOS50954;05/06/2023;AG011;306;Non;4;30,01;Courrier;Résiliation;Oui;Non;Oui;7;Non
DOS50955;12/12/2023;AG007;240;Non;5;45,51;Email;Demande d'information;Oui;Non;Non Renseigné;;Non
DOS50956;26/05/2023;AG019;354;Oui;5;15,86;Courrier;Facturation;Oui;Non;Oui;7;Oui
DOS50957;20/02/2023;AG012;162;Non;4;43,56;Téléphone;Relevé compteur;Non;Non;Oui;;Non
DOS50958;09/03/2023;AG025;216;Non;5;47,91;Téléphone;Changement d'offre;Non;Non;Non Renseigné;10;Oui
DOS50959;06/01/2023;AG012;654;Oui;2;52,25;Courrier;Déménagement;Oui;Non;Oui;;Non
DOS50960;16/09/2023;AG003;270;Oui;4;23,68;Courrier;Facturation;Non;Non;Oui;5;Oui
DOS50961;22/04/2023;AG019;288;Oui;4;45,02;Téléphone;Résiliation;Oui;Non;Oui;9;Non
DOS50962;22/10/2023;AG025;360;Non;4;39,14;Courrier;Réclamation;Non;Non;Non;7;Oui
DOS50963;12/09/2023;AG008;372;Oui;5;34,1;Courrier;Litige paiement;Non;Non;Oui;;Non
DOS50964;10/01/2023;AG008;216;Oui;;48,18;Email;Résiliation;Non;Oui;Oui;9;Oui
DOS50965;22/07/2023;AG007;498;Non;5;41,12;Chat;Changement d'offre;Non;Oui;Oui;;Oui
DOS50966;29/06/2023;AG019;354;Non;4;50,06;Email;Facturation;Oui;Non;Oui;;Non
DOS50967;10/07/2023;AG007;540;Non;4;22,84;Email;Réclamation;Non;Non;Oui;8;Oui
DOS50968;19/08/2023;AG025;468;Oui;5;33,19;Chat;Déménagement;Non;Non;Non;;Oui
DOS50969;19/07/2023;AG003;246;Oui;4;50,24;Chat;Réclamation;Oui;Oui;Oui;;Non
DOS50970;08/11/2023;AG003;162;Non;;50,22;Téléphone;Demande d'information;Non;Non;Oui;;Oui
DOS50971;10/01/2023;AG008;138;Oui;3;31,97;Téléphone;Facturation;Oui;Non;Oui;;Oui
DOS50972;19/01/2023;AG012;60;Non;5;23,9;Email;Résiliation;Non;Non;Oui;;Non
DOS50973;18/08/2023;AG012;336;Oui;5;40,21;Email;Relevé compteur;Non;Non;Non;9;Non
DOS50974;02/02/2023;AG019;234;Non;4;41,84;Courrier;Changement d'offre;Non;Non;Non Renseigné;8;Oui
DOS50975;13/06/2023;AG008;378;Non;;37,91;Chat;Changement d'offre;Oui;Non;Non Renseigné;6;Non
DOS50976;09/04/2023;AG019;240;Non;5;29,59;Chat;Souscription contrat;Non;Non;Non;;Non
DOS50977;05/06/2023;AG003;216;Non;4;42,07;Courrier;Facturation;Non;Non;Oui;10;Oui
DOS50978;18/10/2023;AG007;372;Non;4;;Chat;Facturation;Non;Non;Oui;9;Non
DOS50979;25/01/2023;AG003;576;Oui;5;44,59;Courrier;Déménagement;Oui;Oui;Non Renseigné;;Oui
DOS50980;10/09/2023;AG007;468;Non;;26,37;Téléphone;Réclamation;Oui;Non;Oui;;Oui
DOS50981;05/08/2023;AG012;372;Non;4;49,89;Email;Déménagement;Oui;Non;Non;8;Non
DOS50982;18/08/2023;AG019;450;Oui;5;35,49;Chat;Réclamation;Oui;Non;Non;6;Non
DOS50983;01/05/2023;AG025;360;Oui;3;21,39;Courrier;Panne compteur;Non;Non;Oui;10;Non
DOS50984;19/12/2023;AG012;54;Oui;;41,99;Courrier;Réclamation;Oui;Non;Oui;;Oui
DOS50985;09/11/2023;AG011;396;Oui;5;32,46;Email;Panne compteur;Non;Non;Oui;;Non
DOS50986;17/08/2023;AG025;372;Non;4;41,44;Courrier;Facturation;Oui;Non;Oui;2;Non
DOS50987;19/03/2023;AG003;420;Oui;5;21,34;Courrier;Relevé compteur;Oui;Non;Oui;8;Oui
DOS50988;11/01/2023;AG019;234;Non;4;35,03;Chat;Changement d'offre;Oui;Non;Non;;Oui
DOS50989;27/03/2023;AG003;444;Non;3;17,9;Email;Déménagement;Oui;Oui;Non;8;Oui
DOS50990;05/01/2023;AG011;174;Oui;4;35,78;Courrier;Souscription contrat;Oui;Non;Non;4;Non
DOS50991;13/07/2023;AG019;330;Non;4;39,9;Téléphone;Relevé compteur;Non;Non;Oui;;Non
DOS50992;06/04/2023;AG019;306;Non;5;49,65;Email;Demande d'information;Non;Oui;Oui;4;Non
DOS50993;08/08/2023;AG007;18;Oui;5;16,67;Téléphone;Déménagement;Non;Non;Oui;8;Non
DOS50994;19/04/2023;AG019;246;Oui;5;13,58;Courrier;Litige paiement;Oui;Non;Oui;8;Non
DOS50995;08/07/2023;AG008;366;Oui;5;19,98;Chat;Réclamation;Non;Oui;Non;9;Oui
DOS50996;05/10/2023;AG007;252;Oui;4;49,52;Courrier;Résiliation;Oui;Non;Non;;Oui
DOS50997;28/10/2023;AG008;486;Oui;4;34,56;Courrier;Changement d'offre;Oui;Non;Oui;7;Non
