IdTicket;DateTicket;Agent;Duree_Traitement_Sec;Resolu;Note_Satisfaction_Client;CoutFacturation;Canal;Motif;Traite;Reprise_Appel;Conforme;NPS;Motif_Reclamation
TCK21786;08/02/2023;AG007;324;Oui;4,5;29,89;Email;Panne compteur;Oui;Oui;Non;;Non Renseigné
TCK21787;11/07/2023;AG008;294;Oui;4,5;;Email;Litige paiement;Oui;Non;Oui;7;Non Renseigné
TCK21788;12/01/2023;AG008;276;Oui;3;12,1;Email;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21789;19/12/2023;AG001;288;Non;;55,34;Téléphone;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK21790;27/12/2023;AG002;48;Oui;4;38,32;Réseaux Sociaux;Résiliation;Oui;Non;Oui;6;Non Renseigné
TCK21791;30/05/2023;AG001;144;Oui;2,5;17,47;Email;Relevé compteur;Non;Non;Non;8;Non Renseigné
TCK21792;09/05/2023;AG002;408;Oui;;10,77;Téléphone;Déménagement;Non;Oui;Oui;9;Non Renseigné
TCK21793;10/10/2023;AG007;258;Non;;23,65;Téléphone;Facturation;Non;Non;Oui;;Non Renseigné
TCK21794;12/01/2023;AG008;360;Oui;1;57,26;Chat;Facturation;Non;Non;Oui;4;Non Renseigné
TCK21795;15/12/2023;AG005;342;Non;1;40,43;Chat;Changement d'offre;Non;Non;Non;5;Non Renseigné
TCK21796;27/04/2023;AG005;294;Oui;;48,77;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK21797;07/08/2023;AG002;252;Non;0,5;38,72;Chat;Déménagement;Non;Non;Oui;;Non Renseigné
TCK21798;30/01/2023;AG005;324;Oui;;45,62;Téléphone;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK21799;27/06/2023;AG006;294;Non;;28,42;Téléphone;Souscription contrat;Non;Non;Oui;6;Non Renseigné
TCK21800;06/01/2023;AG005;120;Non;;18,34;Email;Litige paiement;Non;Non;Non;;Non Renseigné
TCK21801;17/07/2023;AG003;84;Non;5;11,15;Téléphone;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK21802;10/06/2023;AG002;312;Oui;1,5;50,11;Téléphone;Panne compteur;Oui;Non;Non Renseigné;9;Non Renseigné
TCK21803;13/12/2023;AG004;174;Non;2,5;59,41;Réseaux Sociaux;Relevé compteur;Oui;Oui;Oui;10;Non Renseigné
TCK21804;02/09/2023;AG004;390;Oui;0,5;56,86;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK21805;31/07/2023;AG008;90;Oui;;18,35;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;7;Non Renseigné
TCK21806;13/08/2023;AG005;372;Non;;14,45;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;9;Non Renseigné
TCK21807;08/06/2023;AG002;360;Non;;53,06;Téléphone;Litige paiement;Oui;Oui;Non;;Non Renseigné
TCK21808;19/06/2023;AG003;282;Oui;0,5;36,62;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK21809;01/09/2023;AG006;42;Oui;;23,38;Email;Litige paiement;Oui;Non;Oui;5;Erreur technique
TCK21810;03/03/2023;AG007;246;Non;2;12,28;Téléphone;Résiliation;Oui;Oui;Oui;;Non Renseigné
TCK21811;18/08/2023;AG001;348;Oui;2;25,01;Téléphone;Litige paiement;Non;Non;Oui;8;Non Renseigné
TCK21812;16/07/2023;AG003;6;Oui;2,5;23,69;Chat;Changement d'offre;Oui;Non;Oui;10;Non Renseigné
TCK21813;06/12/2023;AG002;360;Oui;4;16,57;Téléphone;Demande d'information;Non;Non;Oui;6;Non Renseigné
TCK21814;08/11/2023;AG006;156;Oui;;40,9;Téléphone;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK21815;29/08/2023;AG007;102;Non;4,5;45,92;Téléphone;Demande d'information;Non;Non;Non;10;Non Renseigné
TCK21816;03/11/2023;AG007;360;Non;3;38;Email;Réclamation;Non;Non;Non;;Facturation incorrecte
TCK21817;24/09/2023;AG001;246;Oui;;32,52;Téléphone;Réclamation;Non;Non;Non;2;Non Renseigné
TCK21818;16/03/2023;AG001;318;Oui;4;49,73;Chat;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21819;18/08/2023;AG004;282;Oui;4;12;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21820;30/08/2023;AG003;234;Non;1;25,73;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK21821;03/04/2023;AG004;48;Non;4,5;45,01;Email;Relevé compteur;Oui;Non;Oui;2;Non Renseigné
TCK21822;02/09/2023;AG004;330;Oui;;;Email;Changement d'offre;Non;Oui;Oui;5;Non Renseigné
TCK21823;17/11/2023;AG002;354;Oui;3,5;59,47;Email;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21824;22/07/2023;AG004;336;Oui;4,5;48,33;Email;Relevé compteur;Non;Oui;Oui;;Non Renseigné
TCK21825;12/07/2023;AG004;228;Oui;;28,11;Réseaux Sociaux;Relevé compteur;Non;Non;Non;6;Non Renseigné
TCK21826;14/01/2023;AG001;216;Non;2,5;;Réseaux Sociaux;Facturation;Non;Oui;Oui;;Non Renseigné
TCK21827;27/02/2023;AG003;300;Non;3,5;49,47;Téléphone;Réclamation;Oui;Non;Oui;10;Non Renseigné
TCK21828;11/02/2023;AG006;72;Non;4,5;42,79;Téléphone;Changement d'offre;Non;Non;Non Renseigné;8;Non Renseigné
TCK21829;26/04/2023;AG003;300;Non;2,5;42,08;Téléphone;Déménagement;Oui;Non;Oui;8;Non Renseigné
TCK21830;27/04/2023;AG001;468;Oui;;53,83;Chat;Litige paiement;Non;Non;Non Renseigné;;Non Renseigné
TCK21831;21/01/2023;AG001;78;Oui;4,5;56,41;Téléphone;Déménagement;Non;Non;Oui;;Non Renseigné
TCK21832;12/12/2023;AG001;444;Oui;;31,97;Téléphone;Déménagement;Oui;Non;Non;10;Non Renseigné
TCK21833;18/11/2023;AG001;288;Non;2;47,3;Réseaux Sociaux;Réclamation;Non;Oui;Oui;8;Non Renseigné
TCK21834;11/08/2023;AG008;210;Non;;41,71;Email;Litige paiement;Non;Non;Oui;3;Non Renseigné
TCK21835;03/06/2023;AG003;138;Oui;;10,91;Téléphone;Déménagement;Non;Oui;Non;6;Non Renseigné
TCK21836;13/04/2023;AG008;354;Oui;2,5;29,96;Chat;Souscription contrat;Oui;Non;Oui;9;Facturation incorrecte
TCK21837;29/03/2023;AG007;324;Non;4;32,4;Téléphone;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK21838;05/01/2023;AG001;312;Oui;;24,41;Chat;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21839;16/11/2023;AG008;330;Non;;26,2;Téléphone;Relevé compteur;Non;Non;Oui;10;Facturation incorrecte
TCK21840;20/06/2023;AG005;342;Oui;4,5;18,11;Téléphone;Changement d'offre;Oui;Non;Non;3;Non Renseigné
TCK21841;29/10/2023;AG002;468;Oui;2,5;25,5;Réseaux Sociaux;Réclamation;Non;Non;Oui;9;Non Renseigné
TCK21842;13/07/2023;AG004;300;Oui;1,5;59,3;Téléphone;Litige paiement;Oui;Non;Non Renseigné;;Non Renseigné
TCK21843;23/02/2023;AG008;336;Non;3,5;48,35;Email;Litige paiement;Non;Non;Oui;10;Non Renseigné
TCK21844;19/02/2023;AG005;228;Non;;;Email;Demande d'information;Non;Oui;Oui;10;Non Renseigné
TCK21845;22/09/2023;AG001;486;Oui;4;27,34;Téléphone;Litige paiement;Non;Non;Non;8;Non Renseigné
TCK21846;28/10/2023;AG008;276;Oui;5;28,39;Téléphone;Relevé compteur;Oui;Non;Oui;5;Non Renseigné
TCK21847;06/12/2023;AG002;240;Non;4;30,78;Téléphone;Litige paiement;Non;Non;Non;7;Facturation incorrecte
TCK21848;27/04/2023;AG005;216;Oui;2;57,15;Téléphone;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK21849;12/02/2023;AG008;366;Oui;;18,98;Chat;Panne compteur;Oui;Non;Oui;8;Non Renseigné
TCK21850;07/12/2023;AG004;408;Oui;1,5;22,61;Téléphone;Panne compteur;Non;Non;Non;10;Facturation incorrecte
TCK21851;21/07/2023;AG002;396;Oui;;26,24;Téléphone;Changement d'offre;Non;Non;Non;;Non Renseigné
TCK21852;30/01/2023;AG007;324;Oui;;26,45;Chat;Réclamation;Oui;Oui;Non;6;Non Renseigné
TCK21853;13/03/2023;AG005;336;Non;2,5;;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;7;Non Renseigné
TCK21854;21/03/2023;AG006;192;Oui;4;20,44;Téléphone;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK21855;07/07/2023;AG003;276;Non;2,5;34,29;Réseaux Sociaux;Déménagement;Oui;Non;Oui;10;Non Renseigné
TCK21856;08/12/2023;AG003;288;Oui;3,5;44,67;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;9;Non Renseigné
TCK21857;07/02/2023;AG004;282;Oui;4;57,02;Réseaux Sociaux;Relevé compteur;Non;Oui;Oui;9;Non Renseigné
TCK21858;29/12/2023;AG005;498;Oui;;58,85;Email;Réclamation;Oui;Non;Oui;10;Non Renseigné
TCK21859;13/09/2023;AG006;396;Oui;4;42,11;Email;Résiliation;Non;Non;Non;10;Non Renseigné
TCK21860;16/01/2023;AG002;462;Oui;2;59,51;Téléphone;Déménagement;Non;Non;Non;;Non Renseigné
TCK21861;15/11/2023;AG006;366;Oui;3,5;14,53;Réseaux Sociaux;Changement d'offre;Oui;Oui;Oui;;Facturation incorrecte
TCK21862;10/05/2023;AG001;138;Oui;2;42;Téléphone;Résiliation;Non;Oui;Oui;9;Non Renseigné
TCK21863;31/01/2023;AG006;372;Non;4,5;40,38;Email;Souscription contrat;Non;Oui;Oui;;Non Renseigné
TCK21864;17/10/2023;AG004;228;Oui;5;41,08;Téléphone;Panne compteur;Oui;Non;Non;1;Non Renseigné
TCK21865;01/08/2023;AG008;216;Non;0,5;16,41;Téléphone;Relevé compteur;Non;Oui;Oui;7;Facturation incorrecte
TCK21866;13/05/2023;AG001;348;Oui;3;26,35;Email;Changement d'offre;Oui;Non;Oui;10;Facturation incorrecte
TCK21867;30/07/2023;AG004;216;Oui;4,5;34,4;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK21868;29/09/2023;AG002;432;Non;1,5;;Email;Souscription contrat;Oui;Oui;Oui;;Non Renseigné
TCK21869;01/06/2023;AG003;102;Non;;47,77;Email;Changement d'offre;Non;Oui;Oui;;Non Renseigné
TCK21870;22/12/2023;AG007;192;Oui;2,5;11,24;Téléphone;Demande d'information;Non;Oui;Non;8;Non Renseigné
TCK21871;15/05/2023;AG008;348;Oui;3,5;29,19;Email;Souscription contrat;Oui;Non;Non;10;Non Renseigné
TCK21872;26/09/2023;AG002;318;Non;;;Email;Souscription contrat;Oui;Non;Oui;10;Non Renseigné
TCK21873;03/07/2023;AG004;192;Non;;43,06;Téléphone;Litige paiement;Oui;Non;Oui;9;Non Renseigné
TCK21874;26/09/2023;AG002;222;Non;;43,4;Email;Panne compteur;Oui;Non;Non;;Non Renseigné
TCK21875;20/08/2023;AG006;102;Oui;;31,47;Chat;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK21876;26/03/2023;AG003;192;Non;4;30,07;Téléphone;Changement d'offre;Non;Non;Oui;8;Non Renseigné
TCK21877;16/09/2023;AG006;258;Oui;4,5;48,24;Email;Relevé compteur;Oui;Non;Oui;9;Non Renseigné
TCK21878;08/12/2023;AG004;252;Non;2,5;31,18;Chat;Relevé compteur;Oui;Oui;Oui;;Non Renseigné
TCK21879;31/03/2023;AG003;354;Oui;2,5;45,13;Email;Panne compteur;Oui;Non;Non;;Non Renseigné
TCK21880;18/03/2023;AG007;420;Oui;3;40,48;Téléphone;Facturation;Non;Oui;Oui;;Non Renseigné
TCK21881;21/02/2023;AG001;240;Oui;1;15,53;Téléphone;Souscription contrat;Oui;Non;Oui;8;Non Renseigné
TCK21882;01/11/2023;AG008;144;Non;5;;Chat;Changement d'offre;Non;Non;Oui;9;Non Renseigné
TCK21883;07/06/2023;AG006;318;Non;5;35,51;Chat;Facturation;Oui;Non;Oui;9;Non Renseigné
TCK21884;14/05/2023;AG001;384;Oui;;33,12;Téléphone;Changement d'offre;Non;Non;Non;;Non Renseigné
TCK21885;27/04/2023;AG005;276;Non;4,5;23,97;Téléphone;Changement d'offre;Non;Oui;Oui;9;Non Renseigné
TCK21886;19/11/2023;AG007;318;Non;2;;Téléphone;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21887;07/07/2023;AG004;234;Oui;1;18,55;Email;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK21888;15/01/2023;AG006;132;Non;5;48,67;Téléphone;Litige paiement;Oui;Non;Oui;10;Non Renseigné
TCK21889;18/11/2023;AG005;234;Non;2;33,72;Chat;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK21890;21/08/2023;AG006;132;Oui;;52,61;Email;Souscription contrat;Oui;Non;Oui;9;Non Renseigné
TCK21891;14/09/2023;AG002;120;Oui;3,5;37,69;Téléphone;Relevé compteur;Non;Non;Non Renseigné;9;Délai de traitement
TCK21892;20/05/2023;AG003;330;Non;;55,09;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21893;06/07/2023;AG008;300;Non;4,5;26,43;Téléphone;Litige paiement;Oui;Non;Oui;5;Non Renseigné
TCK21894;12/12/2023;AG004;360;Oui;4;23,73;Téléphone;Déménagement;Oui;Non;Oui;9;Non Renseigné
TCK21895;28/07/2023;AG005;240;Oui;3,5;23,65;Chat;Déménagement;Oui;Oui;Oui;;Non Renseigné
TCK21896;17/03/2023;AG001;366;Non;4,5;31,92;Téléphone;Résiliation;Oui;Non;Oui;10;Non Renseigné
TCK21897;06/05/2023;AG007;102;Non;2;46,34;Email;Changement d'offre;Non;Non;Non Renseigné;;Non Renseigné
TCK21898;30/03/2023;AG008;306;Oui;4,5;20,22;Téléphone;Résiliation;Non;Non;Non;7;Non Renseigné
TCK21899;17/11/2023;AG004;348;Non;2,5;56,63;Téléphone;Panne compteur;Oui;Non;Non;5;Non Renseigné
TCK21900;22/11/2023;AG003;198;Non;3;14,5;Chat;Litige paiement;Oui;Non;Oui;5;Non Renseigné
TCK21901;18/08/2023;AG007;222;Non;;38,17;Chat;Facturation;Oui;Non;Oui;9;Non Renseigné
TCK21902;29/12/2023;AG003;156;Non;4,5;40,21;Réseaux Sociaux;Déménagement;Non;Non;Oui;1;Délai de traitement
TCK21903;19/03/2023;AG005;162;Non;4,5;50,84;Téléphone;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK21904;13/06/2023;AG002;186;Non;4,5;22,27;Réseaux Sociaux;Demande d'information;Oui;Non;Non Renseigné;7;Non Renseigné
TCK21905;13/08/2023;AG007;366;Oui;3;58,29;Téléphone;Relevé compteur;Oui;Non;Non;7;Non Renseigné
TCK21906;25/03/2023;AG008;192;Non;5;45,36;Email;Déménagement;Non;Non;Oui;;Non Renseigné
TCK21907;23/09/2023;AG003;60;Oui;;39,38;Email;Demande d'information;Non;Non;Non Renseigné;8;Non Renseigné
TCK21908;13/02/2023;AG007;330;Oui;;46,54;Téléphone;Panne compteur;Oui;Non;Oui;8;Non Renseigné
TCK21909;06/10/2023;AG001;66;Oui;5;12,12;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;3;Non Renseigné
TCK21910;20/04/2023;AG001;270;Oui;2;16,59;Téléphone;Déménagement;Non;Non;Oui;4;Non Renseigné
TCK21911;28/02/2023;AG001;240;Oui;5;43,22;Téléphone;Changement d'offre;Non;Non;Oui;8;Non Renseigné
TCK21912;19/12/2023;AG002;234;Non;4;;Chat;Changement d'offre;Non;Oui;Oui;;Non Renseigné
TCK21913;17/04/2023;AG006;114;Oui;2,5;19,88;Email;Facturation;Oui;Non;Oui;;Non Renseigné
TCK21914;25/02/2023;AG008;162;Oui;;;Chat;Souscription contrat;Oui;Oui;Oui;7;Non Renseigné
TCK21915;27/11/2023;AG004;282;Oui;5;11,16;Téléphone;Souscription contrat;Oui;Non;Oui;;Facturation incorrecte
TCK21916;07/05/2023;AG001;318;Non;2;13,4;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;9;Non Renseigné
TCK21917;02/06/2023;AG008;186;Non;5;15,41;Téléphone;Facturation;Non;Non;Oui;;Non Renseigné
TCK21918;03/08/2023;AG007;72;Non;4;57,58;Email;Réclamation;Non;Non;Oui;10;Non Renseigné
TCK21919;21/01/2023;AG002;354;Oui;;;Email;Relevé compteur;Oui;Non;Oui;8;Non Renseigné
TCK21920;10/06/2023;AG001;162;Non;5;27,81;Téléphone;Relevé compteur;Non;Non;Oui;10;Non Renseigné
TCK21921;28/05/2023;AG006;510;Non;3,5;57,35;Email;Demande d'information;Non;Oui;Oui;;Non Renseigné
TCK21922;02/01/2023;AG003;420;Non;1,5;21,6;Téléphone;Déménagement;Non;Non;Oui;9;Non Renseigné
TCK21923;06/11/2023;AG005;468;Oui;5;12,33;Téléphone;Facturation;Non;Non;Oui;7;Non Renseigné
TCK21924;22/10/2023;AG007;252;Oui;;32,13;Chat;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21925;15/08/2023;AG002;306;Non;0,5;15,73;Téléphone;Souscription contrat;Oui;Non;Oui;10;Non Renseigné
TCK21926;22/04/2023;AG003;246;Oui;;54,33;Téléphone;Facturation;Oui;Non;Non;8;Non Renseigné
TCK21927;08/03/2023;AG004;288;Oui;;46,49;Email;Facturation;Non;Oui;Oui;0;Non Renseigné
TCK21928;16/06/2023;AG006;294;Non;2,5;25,63;Téléphone;Relevé compteur;Non;Non;Oui;7;Non Renseigné
TCK21929;04/06/2023;AG004;138;Non;0,5;18,91;Chat;Déménagement;Non;Oui;Oui;2;Non Renseigné
TCK21930;08/09/2023;AG007;240;Non;2,5;29,93;Réseaux Sociaux;Résiliation;Non;Non;Oui;10;Non Renseigné
TCK21931;24/10/2023;AG002;384;Oui;0,5;18,49;Chat;Relevé compteur;Oui;Oui;Oui;8;Non Renseigné
TCK21932;29/10/2023;AG008;372;Oui;;28,16;Email;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21933;25/05/2023;AG001;240;Oui;4,5;57,58;Téléphone;Demande d'information;Non;Non;Oui;10;Non Renseigné
TCK21934;05/02/2023;AG003;300;Oui;4;29,64;Chat;Litige paiement;Oui;Non;Non;10;Non Renseigné
TCK21935;04/10/2023;AG008;246;Oui;;10,22;Téléphone;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21936;09/10/2023;AG005;342;Non;5;49,96;Chat;Facturation;Non;Non;Oui;;Non Renseigné
TCK21937;10/10/2023;AG002;102;Non;4;16,67;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK21938;30/07/2023;AG002;330;Oui;5;48,46;Email;Demande d'information;Oui;Non;Non Renseigné;8;Non Renseigné
TCK21939;01/06/2023;AG008;432;Oui;4,5;31,44;Téléphone;Déménagement;Oui;Non;Non;9;Non Renseigné
TCK21940;25/07/2023;AG001;198;Non;4;22,2;Téléphone;Relevé compteur;Non;Non;Oui;6;Non Renseigné
TCK21941;22/11/2023;AG008;414;Oui;;46,45;Téléphone;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21942;16/03/2023;AG006;306;Oui;5;27,47;Téléphone;Facturation;Oui;Non;Oui;5;Non Renseigné
TCK21943;05/10/2023;AG005;264;Non;;56,09;Téléphone;Souscription contrat;Oui;Non;Oui;9;Délai de traitement
TCK21944;06/08/2023;AG002;234;Non;3,5;55,88;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;9;Non Renseigné
TCK21945;15/03/2023;AG004;420;Oui;4;32,51;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;10;Non Renseigné
TCK21946;05/12/2023;AG006;246;Oui;4,5;21,39;Téléphone;Litige paiement;Non;Non;Oui;5;Non Renseigné
TCK21947;10/01/2023;AG007;450;Non;5;19,97;Chat;Changement d'offre;Non;Non;Non;7;Non Renseigné
TCK21948;23/09/2023;AG002;432;Non;4;40,25;Téléphone;Résiliation;Non;Non;Oui;3;Comportement agent
TCK21949;01/04/2023;AG003;222;Oui;5;44,43;Chat;Déménagement;Non;Non;Non;7;Non Renseigné
TCK21950;24/05/2023;AG006;252;Oui;1;12,22;Téléphone;Réclamation;Oui;Non;Oui;6;Non Renseigné
TCK21951;11/05/2023;AG006;72;Oui;4;50,88;Email;Demande d'information;Oui;Oui;Non;;Non Renseigné
TCK21952;29/10/2023;AG003;270;Oui;2;10,55;Téléphone;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK21953;06/10/2023;AG004;282;Oui;3;18,49;Email;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21954;03/09/2023;AG007;396;Oui;4;49,39;Réseaux Sociaux;Facturation;Non;Non;Oui;7;Non Renseigné
TCK21955;24/08/2023;AG008;444;Oui;;22,69;Téléphone;Panne compteur;Non;Oui;Oui;;Non Renseigné
TCK21956;15/11/2023;AG001;354;Oui;4,5;26,14;Email;Facturation;Oui;Non;Oui;;Non Renseigné
TCK21957;11/04/2023;AG002;384;Oui;2,5;37,27;Téléphone;Changement d'offre;Oui;Non;Oui;7;Non Renseigné
TCK21958;25/07/2023;AG002;252;Oui;4;54,06;Réseaux Sociaux;Réclamation;Non;Non;Oui;;Non Renseigné
TCK21959;18/07/2023;AG001;144;Non;1,5;31,06;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;10;Délai de traitement
TCK21960;29/08/2023;AG002;300;Oui;1,5;19,59;Email;Demande d'information;Oui;Non;Oui;5;Non Renseigné
TCK21961;18/12/2023;AG008;396;Oui;;39,06;Réseaux Sociaux;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK21962;24/10/2023;AG008;0;Oui;1;;Email;Résiliation;Non;Non;Oui;10;Non Renseigné
TCK21963;24/03/2023;AG008;288;Non;;15,98;Téléphone;Déménagement;Non;Non;Oui;9;Non Renseigné
TCK21964;29/11/2023;AG002;192;Oui;2;14,94;Réseaux Sociaux;Facturation;Oui;Non;Oui;8;Non Renseigné
TCK21965;20/01/2023;AG006;252;Oui;3,5;30,8;Téléphone;Résiliation;Non;Non;Oui;;Non Renseigné
TCK21966;16/03/2023;AG007;318;Non;3,5;28,79;Réseaux Sociaux;Panne compteur;Non;Non;Oui;8;Non Renseigné
TCK21967;01/10/2023;AG002;246;Oui;3,5;;Téléphone;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK21968;17/09/2023;AG008;288;Oui;2;;Email;Résiliation;Non;Non;Oui;3;Non Renseigné
TCK21969;23/05/2023;AG003;444;Oui;4,5;45,2;Téléphone;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK21970;12/05/2023;AG007;408;Oui;;28,25;Téléphone;Déménagement;Non;Oui;Non;6;Non Renseigné
TCK21971;17/03/2023;AG004;282;Oui;3;15,01;Email;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21972;09/03/2023;AG006;120;Oui;;41,37;Téléphone;Changement d'offre;Non;Oui;Oui;;Non Renseigné
TCK21973;12/09/2023;AG007;258;Non;2,5;58,97;Téléphone;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21974;05/11/2023;AG008;414;Non;1,5;35,39;Email;Souscription contrat;Oui;Non;Oui;4;Non Renseigné
TCK21975;28/10/2023;AG004;252;Non;;;Téléphone;Déménagement;Non;Non;Oui;4;Non Renseigné
TCK21976;02/06/2023;AG001;354;Oui;4,5;;Chat;Résiliation;Oui;Non;Non;8;Non Renseigné
TCK21977;09/07/2023;AG004;270;Oui;4;54,5;Chat;Souscription contrat;Oui;Non;Oui;;Erreur technique
TCK21978;15/08/2023;AG005;198;Non;;37,25;Téléphone;Panne compteur;Non;Non;Oui;10;Non Renseigné
TCK21979;25/12/2023;AG007;372;Oui;5;21,19;Chat;Souscription contrat;Oui;Non;Oui;7;Non Renseigné
TCK21980;27/01/2023;AG005;186;Non;;;Téléphone;Panne compteur;Non;Non;Non;10;Non Renseigné
TCK21981;28/12/2023;AG005;36;Non;4;51,58;Chat;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21982;22/03/2023;AG003;252;Oui;4,5;10,89;Email;Litige paiement;Non;Oui;Oui;8;Non Renseigné
TCK21983;11/03/2023;AG002;366;Oui;4,5;53,09;Téléphone;Panne compteur;Non;Non;Non;;Non Renseigné
TCK21984;05/06/2023;AG005;318;Oui;4,5;11,25;Email;Facturation;Non;Non;Oui;10;Non Renseigné
TCK21985;16/06/2023;AG008;150;Non;3,5;29,98;Email;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21986;11/07/2023;AG002;84;Oui;;55,25;Chat;Résiliation;Oui;Non;Non;;Non Renseigné
TCK21987;24/03/2023;AG001;198;Non;4,5;53,47;Téléphone;Litige paiement;Non;Non;Oui;1;Non Renseigné
TCK21988;30/11/2023;AG003;252;Non;;41,36;Téléphone;Panne compteur;Oui;Non;Oui;10;Non Renseigné
TCK21989;18/03/2023;AG002;258;Oui;2;26,82;Téléphone;Souscription contrat;Oui;Non;Non;6;Non Renseigné
TCK21990;12/04/2023;AG002;258;Non;3;16,67;Email;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21991;13/04/2023;AG005;276;Oui;1;44,32;Réseaux Sociaux;Litige paiement;Oui;Non;Non;2;Non Renseigné
TCK21992;28/04/2023;AG004;318;Non;4,5;12,93;Chat;Panne compteur;Oui;Oui;Non;;Non Renseigné
TCK21993;28/05/2023;AG007;228;Oui;;20,77;Email;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK21994;29/03/2023;AG006;174;Oui;;40,49;Téléphone;Litige paiement;Non;Non;Oui;5;Non Renseigné
TCK21995;06/01/2023;AG007;330;Non;;46,31;Téléphone;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21996;20/01/2023;AG003;372;Non;2,5;40,17;Téléphone;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK21997;27/01/2023;AG006;216;Non;;29,46;Email;Déménagement;Non;Non;Oui;;Non Renseigné
TCK21998;23/03/2023;AG003;492;Oui;4,5;18,28;Téléphone;Panne compteur;Non;Non;Oui;7;Non Renseigné
TCK21999;08/11/2023;AG007;438;Oui;1;30,14;Téléphone;Réclamation;Non;Non;Oui;3;Non Renseigné
TCK22000;17/11/2023;AG008;156;Oui;3,5;48,06;Téléphone;Déménagement;Oui;Non;Oui;;Facturation incorrecte
TCK22001;13/01/2023;AG007;90;Non;5;34,13;Réseaux Sociaux;Déménagement;Oui;Non;Oui;9;Non Renseigné
TCK22002;01/11/2023;AG004;252;Non;5;30,79;Téléphone;Souscription contrat;Oui;Non;Non;6;Non Renseigné
TCK22003;19/09/2023;AG005;300;Oui;4,5;49,35;Téléphone;Changement d'offre;Oui;Non;Oui;6;Non Renseigné
TCK22004;25/04/2023;AG003;492;Non;;12,67;Email;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK22005;07/03/2023;AG006;486;Oui;1,5;29,93;Téléphone;Déménagement;Non;Non;Oui;;Erreur technique
TCK22006;29/05/2023;AG008;348;Non;1;43,81;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;7;Délai de traitement
TCK22007;26/02/2023;AG007;234;Oui;2,5;27,05;Réseaux Sociaux;Demande d'information;Oui;Oui;Oui;8;Non Renseigné
TCK22008;26/01/2023;AG007;402;Oui;;54,17;Email;Déménagement;Non;Non;Oui;8;Non Renseigné
TCK22009;07/02/2023;AG002;288;Oui;2;;Téléphone;Changement d'offre;Oui;Non;Non;0;Non Renseigné
