IdTicket,DateTicket,Operateur,TempsTraitement_Min,Resolu,Satisfaction_Client,CoutFacturation,Canal_Contact,Motif,Traite,Reprise_Appel,Conforme,Score_NPS,Motif_Reclamation
TCK21812,2023-07-16,Op003,0.1,oui,5.0,23.69,Chat,Changement d'offre,Oui,0,Vrai,10.0,
TCK21813,2023-12-06,Op002,6.0,oui,8.0,16.57,TEL,Demande d'information,0,0,Vrai,6.0,
TCK21814,2023-11-08,Op006,2.6,Oui,,40.9,Tel,Litige paiement,0,0,Vrai,,
TCK21815,2023-08-29,Op007,1.7,0,9.0,45.92,TEL,Demande d'information,Non,0,Faux,10.0,
TCK21816,2023-11-03,Op007,6.0,0,6.0,38.0,Mail,Réclamation,Non,0,Faux,,Facturation incorrecte
TCK21817,2023-09-24,Op001,4.1,Oui,,32.52,TEL,Réclamation,0,0,Faux,2.0,
TCK21818,2023-03-16,Op001,5.3,1,8.0,49.73,Chat,Changement d'offre,1,0,Vrai,,
TCK21819,2023-08-18,Op004,4.7,oui,8.0,12.0,Réseaux sociaux,Changement d'offre,1,0,Vrai,,
TCK21820,2023-08-30,Op003,3.9,0,2.0,25.73,TEL,Facturation,Oui,0,Vrai,,
TCK21821,2023-04-03,Op004,0.8,Non,9.0,45.01,Mail,Relevé compteur,Oui,0,Vrai,2.0,
TCK21822,2023-09-02,Op004,5.5,Oui,,,Mail,Changement d'offre,0,1,Vrai,5.0,
TCK21823,2023-11-17,Op002,5.9,oui,7.0,59.47,Mail,Changement d'offre,0,0,Vrai,,
TCK21824,2023-07-22,Op004,5.6,1,9.0,48.33,Mail,Relevé compteur,Non,1,Vrai,,
TCK21825,2023-07-12,Op004,3.8,oui,,28.11,Réseaux sociaux,Relevé compteur,0,0,Faux,6.0,
TCK21826,2023-01-14,Op001,3.6,Non,5.0,,Réseaux sociaux,Facturation,0,1,Vrai,,
TCK21827,2023-02-27,Op003,5.0,Non,7.0,49.47,TEL,Réclamation,Oui,0,Vrai,10.0,
TCK21828,2023-02-11,Op006,1.2,Non,9.0,42.79,TEL,Changement d'offre,0,0,,8.0,
TCK21829,2023-04-26,Op003,5.0,Non,5.0,42.08,Tel,Déménagement,1,0,Vrai,8.0,
TCK21830,2023-04-27,Op001,7.8,Oui,,53.83,Chat,Litige paiement,0,0,,,
TCK21831,2023-01-21,Op001,1.3,Oui,9.0,56.41,TEL,Déménagement,0,0,Vrai,,
TCK21832,2023-12-12,Op001,7.4,Oui,,31.97,TEL,Déménagement,1,0,Faux,10.0,
TCK21833,2023-11-18,Op001,4.8,0,4.0,47.3,Réseaux sociaux,Réclamation,Non,1,Vrai,8.0,
TCK21834,2023-08-11,Op008,3.5,0,,41.71,Mail,Litige paiement,Non,0,Vrai,3.0,
TCK21835,2023-06-03,Op003,2.3,Oui,,10.91,TEL,Déménagement,0,1,Faux,6.0,
TCK21836,2023-04-13,Op008,5.9,oui,5.0,29.96,Chat,Souscription contrat,1,0,Vrai,9.0,Facturation incorrecte
TCK21837,2023-03-29,Op007,5.4,0,8.0,32.4,TEL,Litige paiement,1,0,Vrai,,
TCK21838,2023-01-05,Op001,5.2,1,,24.41,Chat,Panne compteur,1,0,Vrai,,
TCK21839,2023-11-16,Op008,5.5,Non,,26.2,Tel,Relevé compteur,Non,0,Vrai,10.0,Facturation incorrecte
TCK21840,2023-06-20,Op005,5.7,Oui,9.0,18.11,TEL,Changement d'offre,Oui,0,Faux,3.0,
TCK21841,2023-10-29,Op002,7.8,oui,5.0,25.5,Réseaux sociaux,Réclamation,Non,0,Vrai,9.0,
TCK21842,2023-07-13,Op004,5.0,Oui,3.0,59.3,TEL,Litige paiement,Oui,0,,,
TCK21843,2023-02-23,Op008,5.6,Non,7.0,48.35,Mail,Litige paiement,0,0,Vrai,10.0,
TCK21844,2023-02-19,Op005,3.8,Non,,,Mail,Demande d'information,0,1,Vrai,10.0,
TCK21845,2023-09-22,Op001,8.1,1,8.0,27.34,Tel,Litige paiement,Non,0,Faux,8.0,
TCK21846,2023-10-28,Op008,4.6,oui,10.0,28.39,Tel,Relevé compteur,1,0,Vrai,5.0,
TCK21847,2023-12-06,Op002,4.0,0,8.0,30.78,TEL,Litige paiement,Non,0,Faux,7.0,Facturation incorrecte
TCK21848,2023-04-27,Op005,3.6,1,4.0,57.15,TEL,Demande d'information,Oui,0,Vrai,,
TCK21849,2023-02-12,Op008,6.1,Oui,,18.98,Chat,Panne compteur,Oui,0,Vrai,8.0,
TCK21850,2023-12-07,Op004,6.8,Oui,3.0,22.61,TEL,Panne compteur,Non,0,Faux,10.0,Facturation incorrecte
TCK21851,2023-07-21,Op002,6.6,Oui,,26.24,Tel,Changement d'offre,Non,0,Faux,,
TCK21852,2023-01-30,Op007,5.4,1,,26.45,Chat,Réclamation,Oui,1,Faux,6.0,
TCK21853,2023-03-13,Op005,5.6,Non,5.0,,Réseaux sociaux,Relevé compteur,Oui,0,Vrai,7.0,
TCK21854,2023-03-21,Op006,3.2,oui,8.0,20.44,TEL,Panne compteur,0,0,Vrai,,
TCK21855,2023-07-07,Op003,4.6,Non,5.0,34.29,Réseaux sociaux,Déménagement,Oui,0,Vrai,10.0,
TCK21856,2023-12-08,Op003,4.8,oui,7.0,44.67,Réseaux sociaux,Relevé compteur,1,0,Vrai,9.0,
TCK21857,2023-02-07,Op004,4.7,Oui,8.0,57.02,Réseaux sociaux,Relevé compteur,0,1,Vrai,9.0,
TCK21858,2023-12-29,Op005,8.3,1,,58.85,Mail,Réclamation,Oui,0,Vrai,10.0,
TCK21859,2023-09-13,Op006,6.6,Oui,8.0,42.11,Mail,Résiliation,0,0,Faux,10.0,
TCK21860,2023-01-16,Op002,7.7,1,4.0,59.51,TEL,Déménagement,Non,0,Faux,,
TCK21861,2023-11-15,Op006,6.1,oui,7.0,14.53,Réseaux sociaux,Changement d'offre,Oui,1,Vrai,,Facturation incorrecte
TCK21862,2023-05-10,Op001,2.3,1,4.0,42.0,TEL,Résiliation,0,1,Vrai,9.0,
TCK21863,2023-01-31,Op006,6.2,0,9.0,40.38,Mail,Souscription contrat,Non,1,Vrai,,
TCK21864,2023-10-17,Op004,3.8,oui,10.0,41.08,TEL,Panne compteur,1,0,Faux,1.0,
TCK21865,2023-08-01,Op008,3.6,Non,1.0,16.41,TEL,Relevé compteur,0,1,Vrai,7.0,Facturation incorrecte
TCK21866,2023-05-13,Op001,5.8,oui,6.0,26.35,Mail,Changement d'offre,1,0,Vrai,10.0,Facturation incorrecte
TCK21867,2023-07-30,Op004,3.6,Oui,9.0,34.4,Réseaux sociaux,Souscription contrat,Oui,0,Vrai,,
TCK21868,2023-09-29,Op002,7.2,0,3.0,,Mail,Souscription contrat,1,1,Vrai,,
TCK21869,2023-06-01,Op003,1.7,0,,47.77,Mail,Changement d'offre,Non,1,Vrai,,
TCK21870,2023-12-22,Op007,3.2,1,5.0,11.24,TEL,Demande d'information,0,1,Faux,8.0,
TCK21871,2023-05-15,Op008,5.8,1,7.0,29.19,Mail,Souscription contrat,Oui,0,Faux,10.0,
TCK21872,2023-09-26,Op002,5.3,0,,,Mail,Souscription contrat,1,0,Vrai,10.0,
TCK21873,2023-07-03,Op004,3.2,Non,,43.06,TEL,Litige paiement,Oui,0,Vrai,9.0,
TCK21874,2023-09-26,Op002,3.7,Non,,43.4,Mail,Panne compteur,1,0,Faux,,
TCK21875,2023-08-20,Op006,1.7,oui,,31.47,Chat,Relevé compteur,Non,0,Vrai,,
TCK21876,2023-03-26,Op003,3.2,0,8.0,30.07,TEL,Changement d'offre,Non,0,Vrai,8.0,
TCK21877,2023-09-16,Op006,4.3,Oui,9.0,48.24,Mail,Relevé compteur,1,0,Vrai,9.0,
TCK21878,2023-12-08,Op004,4.2,Non,5.0,31.18,Chat,Relevé compteur,1,1,Vrai,,
TCK21879,2023-03-31,Op003,5.9,oui,5.0,45.13,Mail,Panne compteur,Oui,0,Faux,,
TCK21880,2023-03-18,Op007,7.0,1,6.0,40.48,TEL,Facturation,0,1,Vrai,,
TCK21881,2023-02-21,Op001,4.0,oui,2.0,15.53,TEL,Souscription contrat,1,0,Vrai,8.0,
TCK21882,2023-11-01,Op008,2.4,Non,10.0,,Chat,Changement d'offre,0,0,Vrai,9.0,
TCK21883,2023-06-07,Op006,5.3,0,10.0,35.51,Chat,Facturation,Oui,0,Vrai,9.0,
TCK21884,2023-05-14,Op001,6.4,oui,,33.12,Tel,Changement d'offre,Non,0,Faux,,
TCK21885,2023-04-27,Op005,4.6,0,9.0,23.97,Tel,Changement d'offre,0,1,Vrai,9.0,
TCK21886,2023-11-19,Op007,5.3,0,4.0,,Tel,Panne compteur,Oui,0,Vrai,,
TCK21887,2023-07-07,Op004,3.9,1,2.0,18.55,Mail,Réclamation,1,0,Vrai,8.0,
TCK21888,2023-01-15,Op006,2.2,0,10.0,48.67,Tel,Litige paiement,1,0,Vrai,10.0,
TCK21889,2023-11-18,Op005,3.9,Non,4.0,33.72,Chat,Litige paiement,0,0,Vrai,,
TCK21890,2023-08-21,Op006,2.2,Oui,,52.61,Mail,Souscription contrat,1,0,Vrai,9.0,
TCK21891,2023-09-14,Op002,2.0,oui,7.0,37.69,Tel,Relevé compteur,0,0,,9.0,Délai de traitement
TCK21892,2023-05-20,Op003,5.5,0,,55.09,Réseaux sociaux,Panne compteur,1,0,Vrai,,
TCK21893,2023-07-06,Op008,5.0,Non,9.0,26.43,Tel,Litige paiement,Oui,0,Vrai,5.0,
TCK21894,2023-12-12,Op004,6.0,oui,8.0,23.73,Tel,Déménagement,Oui,0,Vrai,9.0,
TCK21895,2023-07-28,Op005,4.0,Oui,7.0,23.65,Chat,Déménagement,1,1,Vrai,,
TCK21896,2023-03-17,Op001,6.1,Non,9.0,31.92,Tel,Résiliation,Oui,0,Vrai,10.0,
TCK21897,2023-05-06,Op007,1.7,0,4.0,46.34,Mail,Changement d'offre,Non,0,,,
TCK21898,2023-03-30,Op008,5.1,1,9.0,20.22,TEL,Résiliation,Non,0,Faux,7.0,
TCK21899,2023-11-17,Op004,5.8,Non,5.0,56.63,Tel,Panne compteur,Oui,0,Faux,5.0,
TCK21900,2023-11-22,Op003,3.3,0,6.0,14.5,Chat,Litige paiement,1,0,Vrai,5.0,
TCK21901,2023-08-18,Op007,3.7,0,,38.17,Chat,Facturation,1,0,Vrai,9.0,
TCK21902,2023-12-29,Op003,2.6,0,9.0,40.21,Réseaux sociaux,Déménagement,0,0,Vrai,1.0,Délai de traitement
TCK21903,2023-03-19,Op005,2.7,0,9.0,50.84,TEL,Relevé compteur,0,0,Vrai,,
TCK21904,2023-06-13,Op002,3.1,0,9.0,22.27,Réseaux sociaux,Demande d'information,1,0,,7.0,
TCK21905,2023-08-13,Op007,6.1,Oui,6.0,58.29,Tel,Relevé compteur,Oui,0,Faux,7.0,
TCK21906,2023-03-25,Op008,3.2,Non,10.0,45.36,Mail,Déménagement,Non,0,Vrai,,
TCK21907,2023-09-23,Op003,1.0,oui,,39.38,Mail,Demande d'information,Non,0,,8.0,
TCK21908,2023-02-13,Op007,5.5,1,,46.54,Tel,Panne compteur,Oui,0,Vrai,8.0,
TCK21909,2023-10-06,Op001,1.1,Oui,10.0,12.12,Réseaux sociaux,Changement d'offre,0,0,Vrai,3.0,
TCK21910,2023-04-20,Op001,4.5,Oui,4.0,16.59,TEL,Déménagement,0,0,Vrai,4.0,
TCK21911,2023-02-28,Op001,4.0,oui,10.0,43.22,TEL,Changement d'offre,0,0,Vrai,8.0,
TCK21912,2023-12-19,Op002,3.9,0,8.0,,Chat,Changement d'offre,0,1,Vrai,,
TCK21913,2023-04-17,Op006,1.9,oui,5.0,19.88,Mail,Facturation,1,0,Vrai,,
TCK21914,2023-02-25,Op008,2.7,oui,,,Chat,Souscription contrat,Oui,1,Vrai,7.0,
TCK21915,2023-11-27,Op004,4.7,1,10.0,11.16,Tel,Souscription contrat,Oui,0,Vrai,,Facturation incorrecte
TCK21916,2023-05-07,Op001,5.3,Non,4.0,13.4,Réseaux sociaux,Relevé compteur,1,0,Faux,9.0,
TCK21917,2023-06-02,Op008,3.1,Non,10.0,15.41,Tel,Facturation,Non,0,Vrai,,
TCK21918,2023-08-03,Op007,1.2,0,8.0,57.58,Mail,Réclamation,0,0,Vrai,10.0,
TCK21919,2023-01-21,Op002,5.9,Oui,,,Mail,Relevé compteur,1,0,Vrai,8.0,
TCK21920,2023-06-10,Op001,2.7,Non,10.0,27.81,Tel,Relevé compteur,0,0,Vrai,10.0,
TCK21921,2023-05-28,Op006,8.5,0,7.0,57.35,Mail,Demande d'information,0,1,Vrai,,
TCK21922,2023-01-02,Op003,7.0,0,3.0,21.6,TEL,Déménagement,0,0,Vrai,9.0,
TCK21923,2023-11-06,Op005,7.8,Oui,10.0,12.33,Tel,Facturation,0,0,Vrai,7.0,
TCK21924,2023-10-22,Op007,4.2,1,,32.13,Chat,Relevé compteur,Oui,0,Vrai,,
TCK21925,2023-08-15,Op002,5.1,Non,1.0,15.73,TEL,Souscription contrat,Oui,0,Vrai,10.0,
TCK21926,2023-04-22,Op003,4.1,Oui,,54.33,Tel,Facturation,1,0,Faux,8.0,
TCK21927,2023-03-08,Op004,4.8,Oui,,46.49,Mail,Facturation,0,1,Vrai,0.0,
TCK21928,2023-06-16,Op006,4.9,0,5.0,25.63,Tel,Relevé compteur,0,0,Vrai,7.0,
TCK21929,2023-06-04,Op004,2.3,0,1.0,18.91,Chat,Déménagement,Non,1,Vrai,2.0,
TCK21930,2023-09-08,Op007,4.0,Non,5.0,29.93,Réseaux sociaux,Résiliation,Non,0,Vrai,10.0,
TCK21931,2023-10-24,Op002,6.4,1,1.0,18.49,Chat,Relevé compteur,Oui,1,Vrai,8.0,
TCK21932,2023-10-29,Op008,6.2,oui,,28.16,Mail,Changement d'offre,1,0,Vrai,,
TCK21933,2023-05-25,Op001,4.0,oui,9.0,57.58,TEL,Demande d'information,Non,0,Vrai,10.0,
TCK21934,2023-02-05,Op003,5.0,Oui,8.0,29.64,Chat,Litige paiement,Oui,0,Faux,10.0,
TCK21935,2023-10-04,Op008,4.1,Oui,,10.22,TEL,Changement d'offre,1,0,Vrai,,
TCK21936,2023-10-09,Op005,5.7,Non,10.0,49.96,Chat,Facturation,0,0,Vrai,,
TCK21937,2023-10-10,Op002,1.7,Non,8.0,16.67,Réseaux sociaux,Souscription contrat,0,0,Vrai,,
TCK21938,2023-07-30,Op002,5.5,1,10.0,48.46,Mail,Demande d'information,Oui,0,,8.0,
TCK21939,2023-06-01,Op008,7.2,oui,9.0,31.44,TEL,Déménagement,Oui,0,Faux,9.0,
TCK21940,2023-07-25,Op001,3.3,0,8.0,22.2,Tel,Relevé compteur,Non,0,Vrai,6.0,
TCK21941,2023-11-22,Op008,6.9,Oui,,46.45,Tel,Panne compteur,1,0,Vrai,,
TCK21942,2023-03-16,Op006,5.1,oui,10.0,27.47,TEL,Facturation,1,0,Vrai,5.0,
TCK21943,2023-10-05,Op005,4.4,0,,56.09,Tel,Souscription contrat,Oui,0,Vrai,9.0,Délai de traitement
TCK21944,2023-08-06,Op002,3.9,Non,7.0,55.88,Réseaux sociaux,Souscription contrat,Oui,0,Vrai,9.0,
TCK21945,2023-03-15,Op004,7.0,oui,8.0,32.51,Réseaux sociaux,Demande d'information,Oui,0,Vrai,10.0,
TCK21946,2023-12-05,Op006,4.1,1,9.0,21.39,Tel,Litige paiement,Non,0,Vrai,5.0,
TCK21947,2023-01-10,Op007,7.5,Non,10.0,19.97,Chat,Changement d'offre,0,0,Faux,7.0,
TCK21948,2023-09-23,Op002,7.2,Non,8.0,40.25,TEL,Résiliation,Non,0,Vrai,3.0,Comportement agent
TCK21949,2023-04-01,Op003,3.7,Oui,10.0,44.43,Chat,Déménagement,Non,0,Faux,7.0,
TCK21950,2023-05-24,Op006,4.2,oui,2.0,12.22,Tel,Réclamation,1,0,Vrai,6.0,
TCK21951,2023-05-11,Op006,1.2,Oui,8.0,50.88,Mail,Demande d'information,1,1,Faux,,
TCK21952,2023-10-29,Op003,4.5,Oui,4.0,10.55,Tel,Demande d'information,Oui,0,Vrai,,
TCK21953,2023-10-06,Op004,4.7,1,6.0,18.49,Mail,Changement d'offre,1,0,Vrai,,
TCK21954,2023-09-03,Op007,6.6,1,8.0,49.39,Réseaux sociaux,Facturation,0,0,Vrai,7.0,
TCK21955,2023-08-24,Op008,7.4,oui,,22.69,Tel,Panne compteur,Non,1,Vrai,,
TCK21956,2023-11-15,Op001,5.9,Oui,9.0,26.14,Mail,Facturation,Oui,0,Vrai,,
TCK21957,2023-04-11,Op002,6.4,1,5.0,37.27,TEL,Changement d'offre,1,0,Vrai,7.0,
TCK21958,2023-07-25,Op002,4.2,1,8.0,54.06,Réseaux sociaux,Réclamation,Non,0,Vrai,,
TCK21959,2023-07-18,Op001,2.4,0,3.0,31.06,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,10.0,Délai de traitement
TCK21960,2023-08-29,Op002,5.0,Oui,3.0,19.59,Mail,Demande d'information,Oui,0,Vrai,5.0,
TCK21961,2023-12-18,Op008,6.6,Oui,,39.06,Réseaux sociaux,Litige paiement,0,0,Vrai,,
TCK21962,2023-10-24,Op008,-0.0,oui,2.0,,Mail,Résiliation,Non,0,Vrai,10.0,
TCK21963,2023-03-24,Op008,4.8,0,,15.98,Tel,Déménagement,0,0,Vrai,9.0,
TCK21964,2023-11-29,Op002,3.2,1,4.0,14.94,Réseaux sociaux,Facturation,1,0,Vrai,8.0,
TCK21965,2023-01-20,Op006,4.2,Oui,7.0,30.8,Tel,Résiliation,0,0,Vrai,,
TCK21966,2023-03-16,Op007,5.3,Non,7.0,28.79,Réseaux sociaux,Panne compteur,Non,0,Vrai,8.0,
TCK21967,2023-10-01,Op002,4.1,Oui,7.0,,TEL,Demande d'information,1,0,Vrai,,
TCK21968,2023-09-17,Op008,4.8,Oui,4.0,,Mail,Résiliation,0,0,Vrai,3.0,
TCK21969,2023-05-23,Op003,7.4,Oui,9.0,45.2,TEL,Litige paiement,Oui,0,Vrai,,
TCK21970,2023-05-12,Op007,6.8,oui,,28.25,Tel,Déménagement,Non,1,Faux,6.0,
TCK21971,2023-03-17,Op004,4.7,oui,6.0,15.01,Mail,Changement d'offre,Oui,0,Vrai,,
TCK21972,2023-03-09,Op006,2.0,Oui,,41.37,TEL,Changement d'offre,0,1,Vrai,,
TCK21973,2023-09-12,Op007,4.3,0,5.0,58.97,TEL,Changement d'offre,1,0,Vrai,,
TCK21974,2023-11-05,Op008,6.9,Non,3.0,35.39,Mail,Souscription contrat,Oui,0,Vrai,4.0,
TCK21975,2023-10-28,Op004,4.2,0,,,Tel,Déménagement,Non,0,Vrai,4.0,
TCK21976,2023-06-02,Op001,5.9,1,9.0,,Chat,Résiliation,1,0,Faux,8.0,
TCK21977,2023-07-09,Op004,4.5,1,8.0,54.5,Chat,Souscription contrat,Oui,0,Vrai,,Erreur technique
TCK21978,2023-08-15,Op005,3.3,Non,,37.25,Tel,Panne compteur,0,0,Vrai,10.0,
TCK21979,2023-12-25,Op007,6.2,oui,10.0,21.19,Chat,Souscription contrat,Oui,0,Vrai,7.0,
TCK21980,2023-01-27,Op005,3.1,Non,,,Tel,Panne compteur,0,0,Faux,10.0,
TCK21981,2023-12-28,Op005,0.6,Non,8.0,51.58,Chat,Changement d'offre,Oui,0,Vrai,,
TCK21982,2023-03-22,Op003,4.2,oui,9.0,10.89,Mail,Litige paiement,0,1,Vrai,8.0,
TCK21983,2023-03-11,Op002,6.1,Oui,9.0,53.09,Tel,Panne compteur,0,0,Faux,,
TCK21984,2023-06-05,Op005,5.3,Oui,9.0,11.25,Mail,Facturation,0,0,Vrai,10.0,
TCK21985,2023-06-16,Op008,2.5,Non,7.0,29.98,Mail,Relevé compteur,1,0,Vrai,,
TCK21986,2023-07-11,Op002,1.4,1,,55.25,Chat,Résiliation,Oui,0,Faux,,
TCK21987,2023-03-24,Op001,3.3,0,9.0,53.47,TEL,Litige paiement,0,0,Vrai,1.0,
TCK21988,2023-11-30,Op003,4.2,0,,41.36,TEL,Panne compteur,1,0,Vrai,10.0,
TCK21989,2023-03-18,Op002,4.3,oui,4.0,26.82,Tel,Souscription contrat,Oui,0,Faux,6.0,
TCK21990,2023-04-12,Op002,4.3,Non,6.0,16.67,Mail,Changement d'offre,0,0,Vrai,,
TCK21991,2023-04-13,Op005,4.6,Oui,2.0,44.32,Réseaux sociaux,Litige paiement,Oui,0,Faux,2.0,
TCK21992,2023-04-28,Op004,5.3,0,9.0,12.93,Chat,Panne compteur,1,1,Faux,,
TCK21993,2023-05-28,Op007,3.8,1,,20.77,Mail,Souscription contrat,0,0,Vrai,,
TCK21994,2023-03-29,Op006,2.9,Oui,,40.49,TEL,Litige paiement,Non,0,Vrai,5.0,
TCK21995,2023-01-06,Op007,5.5,Non,,46.31,Tel,Changement d'offre,Non,0,Vrai,,
TCK21996,2023-01-20,Op003,6.2,Non,5.0,40.17,Tel,Réclamation,Oui,0,Vrai,,
TCK21997,2023-01-27,Op006,3.6,0,,29.46,Mail,Déménagement,0,0,Vrai,,
TCK21998,2023-03-23,Op003,8.2,Oui,9.0,18.28,Tel,Panne compteur,Non,0,Vrai,7.0,
TCK21999,2023-11-08,Op007,7.3,Oui,2.0,30.14,TEL,Réclamation,Non,0,Vrai,3.0,
TCK22000,2023-11-17,Op008,2.6,1,7.0,48.06,Tel,Déménagement,1,0,Vrai,,Facturation incorrecte
TCK22001,2023-01-13,Op007,1.5,Non,10.0,34.13,Réseaux sociaux,Déménagement,Oui,0,Vrai,9.0,
TCK22002,2023-11-01,Op004,4.2,Non,10.0,30.79,Tel,Souscription contrat,1,0,Faux,6.0,
TCK22003,2023-09-19,Op005,5.0,1,9.0,49.35,TEL,Changement d'offre,Oui,0,Vrai,6.0,
TCK22004,2023-04-25,Op003,8.2,0,,12.67,Mail,Panne compteur,1,0,Vrai,,
TCK22005,2023-03-07,Op006,8.1,1,3.0,29.93,TEL,Déménagement,Non,0,Vrai,,Erreur technique
TCK22006,2023-05-29,Op008,5.8,0,2.0,43.81,Réseaux sociaux,Souscription contrat,1,0,Vrai,7.0,Délai de traitement
TCK22007,2023-02-26,Op007,3.9,oui,5.0,27.05,Réseaux sociaux,Demande d'information,Oui,1,Vrai,8.0,
TCK22008,2023-01-26,Op007,6.7,1,,54.17,Mail,Déménagement,0,0,Vrai,8.0,
TCK22009,2023-02-07,Op002,4.8,oui,4.0,,Tel,Changement d'offre,Oui,0,Faux,0.0,
TCK22010,2023-10-09,Op001,3.7,Non,,26.76,Chat,Relevé compteur,Non,0,Faux,,
TCK22011,2023-07-08,Op003,2.8,1,8.0,12.1,Tel,Changement d'offre,Non,0,Vrai,,
TCK22012,2023-06-12,Op006,6.4,oui,9.0,29.08,Chat,Panne compteur,Oui,1,Faux,9.0,
TCK22013,2023-03-23,Op002,5.0,Non,7.0,47.0,Réseaux sociaux,Résiliation,Non,1,Vrai,,
TCK22014,2023-03-09,Op002,1.9,1,,17.05,Tel,Changement d'offre,0,0,Vrai,7.0,
TCK22015,2023-02-06,Op005,7.1,0,9.0,45.47,Chat,Panne compteur,Oui,0,Vrai,7.0,
TCK22016,2023-10-19,Op004,5.3,0,,10.89,Réseaux sociaux,Souscription contrat,1,0,Vrai,,
TCK22017,2023-07-31,Op008,6.0,0,,20.81,Réseaux sociaux,Demande d'information,0,0,,,
TCK22018,2023-09-15,Op001,4.7,Non,,47.82,Réseaux sociaux,Déménagement,Oui,1,Vrai,0.0,
TCK22019,2023-09-10,Op006,3.2,1,,15.53,TEL,Litige paiement,0,0,Vrai,10.0,
TCK22020,2023-10-08,Op002,4.9,Non,10.0,44.5,Tel,Déménagement,1,0,Vrai,,
TCK22021,2023-09-07,Op008,6.7,Oui,8.0,58.57,Chat,Litige paiement,Non,0,Vrai,,
TCK22022,2023-05-25,Op005,4.0,1,,52.57,Chat,Résiliation,Non,0,Vrai,5.0,
TCK22023,2023-09-30,Op002,2.8,Non,9.0,55.31,TEL,Facturation,1,0,Vrai,9.0,
TCK22024,2023-06-12,Op008,9.1,Non,8.0,,Réseaux sociaux,Panne compteur,Oui,0,Faux,5.0,
TCK22025,2023-07-10,Op003,4.8,0,,45.41,Réseaux sociaux,Réclamation,Oui,0,Vrai,10.0,
TCK22026,2023-04-01,Op007,4.4,1,,32.53,Mail,Déménagement,0,0,Vrai,,Délai de traitement
TCK22027,2023-01-18,Op006,7.0,Oui,,31.19,Tel,Souscription contrat,0,1,Vrai,2.0,
TCK22028,2023-03-19,Op006,5.7,Oui,,37.41,Réseaux sociaux,Réclamation,0,1,Vrai,7.0,
TCK22029,2023-12-24,Op004,4.5,Non,8.0,,Chat,Facturation,Non,0,Vrai,2.0,
TCK22030,2023-07-09,Op005,6.0,Non,3.0,43.96,Chat,Litige paiement,1,0,Vrai,10.0,
TCK22031,2023-03-11,Op008,5.6,0,,40.35,Réseaux sociaux,Litige paiement,Oui,1,Vrai,,
TCK22032,2023-06-30,Op007,6.5,oui,10.0,51.08,TEL,Facturation,1,0,Faux,3.0,
TCK22033,2023-02-25,Op002,4.9,Oui,8.0,16.11,Réseaux sociaux,Litige paiement,Non,0,Vrai,6.0,
TCK22034,2023-08-26,Op001,4.0,Non,,22.68,Réseaux sociaux,Facturation,1,0,Vrai,6.0,
TCK22035,2023-02-03,Op001,6.5,0,9.0,53.49,Réseaux sociaux,Relevé compteur,Non,0,,9.0,Erreur technique
TCK22036,2023-01-27,Op007,6.9,1,,23.17,TEL,Litige paiement,Oui,0,Faux,6.0,
TCK22037,2023-05-20,Op007,4.0,1,3.0,10.2,Chat,Demande d'information,1,1,Vrai,,
TCK22038,2023-08-16,Op004,2.8,Oui,6.0,47.72,Tel,Changement d'offre,0,0,Vrai,,Délai de traitement
TCK22039,2023-10-11,Op007,4.5,oui,,23.8,Chat,Demande d'information,Oui,0,Vrai,9.0,
TCK22040,2023-07-08,Op007,3.0,oui,5.0,24.33,Réseaux sociaux,Résiliation,Oui,1,Vrai,,
TCK22041,2023-09-24,Op008,4.3,Oui,4.0,49.07,Mail,Relevé compteur,0,0,,10.0,
TCK22042,2023-03-02,Op003,5.2,Oui,7.0,55.87,Chat,Litige paiement,Non,0,Vrai,,
TCK22043,2023-03-29,Op002,2.7,0,4.0,43.99,Mail,Résiliation,0,0,Vrai,,
TCK22044,2023-04-25,Op007,4.4,oui,,22.54,Réseaux sociaux,Réclamation,1,1,Vrai,,
TCK22045,2023-06-13,Op005,4.6,1,7.0,54.73,TEL,Réclamation,Non,1,Vrai,5.0,Délai de traitement
TCK22046,2023-09-25,Op002,6.1,1,9.0,43.19,TEL,Relevé compteur,1,0,Vrai,,
TCK22047,2023-11-21,Op001,7.0,1,,30.71,TEL,Réclamation,Non,0,,7.0,
TCK22048,2023-06-23,Op008,4.0,Oui,9.0,54.99,Chat,Résiliation,Oui,0,Faux,,
TCK22049,2023-08-20,Op008,8.1,Non,,26.81,Tel,Déménagement,0,0,Vrai,4.0,Erreur technique
TCK22050,2023-12-17,Op005,5.8,0,2.0,49.85,TEL,Panne compteur,Non,0,Vrai,5.0,
TCK22051,2023-06-25,Op003,3.8,1,3.0,35.75,Chat,Souscription contrat,1,0,,10.0,
TCK22052,2023-12-18,Op006,3.9,1,,42.81,Tel,Panne compteur,0,1,Faux,,
TCK22053,2023-05-06,Op004,3.7,Non,,29.25,TEL,Litige paiement,Oui,1,,,
TCK22054,2023-08-28,Op001,3.6,0,4.0,49.43,Mail,Résiliation,Non,1,Vrai,8.0,
TCK22055,2023-11-09,Op007,6.7,1,,27.57,Mail,Relevé compteur,Oui,0,Vrai,10.0,
TCK22056,2023-06-24,Op003,6.0,Oui,,21.95,Réseaux sociaux,Panne compteur,0,0,Vrai,8.0,
