Reference_Dossier,Jour,Nom_Agent,Duree_Min,Dossier_Cloture,Note_Client,Prix_Prestation,Type_Contact,Objet,Traite,Repris,Conformite_Controle,NPS_Client,Est_Reclamation
DOS50671,45185,AGT-25,7.7,FALSE,4.0,51.64,Email,Réclamation,TRUE,0,NC,9.0,FAUX
DOS50672,45107,AGT-12,6.3,FAUX,5.0,17.99,Email,Litige paiement,TRUE,0,Conforme,6.0,FAUX
DOS50673,45201,AGT-12,4.3,FAUX,3.0,36.95,Email,Changement d'offre,TRUE,0,Conforme,9.0,FAUX
DOS50674,45126,AGT-07,5.1,TRUE,,44.1,Chat,Facturation,FALSE,0,Conforme,9.0,FAUX
DOS50675,45105,AGT-12,7.2,FAUX,5.0,46.6,Chat,Souscription contrat,FALSE,0,,,FAUX
DOS50676,44988,AGT-11,5.8,FALSE,5.0,31.21,Téléphone,Déménagement,TRUE,0,Conforme,9.0,VRAI
DOS50677,45176,AGT-11,5.5,FALSE,,19.44,Chat,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50678,45070,AGT-03,5.6,VRAI,5.0,19.95,Email,Relevé compteur,TRUE,1,Conforme,9.0,FAUX
DOS50679,44929,AGT-12,3.0,FALSE,4.0,13.67,Courrier,Panne compteur,FALSE,1,NC,9.0,VRAI
DOS50680,45059,AGT-19,0.0,FAUX,,50.45,Téléphone,Réclamation,FALSE,0,Conforme,,FAUX
DOS50681,45115,AGT-19,7.5,FAUX,5.0,15.02,Courrier,Panne compteur,FALSE,0,,9.0,VRAI
DOS50682,45243,AGT-12,5.3,FAUX,5.0,19.89,Courrier,Demande d'information,TRUE,0,,,VRAI
DOS50683,45196,AGT-11,5.6,TRUE,5.0,41.2,Chat,Résiliation,FALSE,0,Non Conforme,7.0,VRAI
DOS50684,44971,AGT-03,4.4,VRAI,,49.05,Chat,Relevé compteur,TRUE,0,Conforme,,FAUX
DOS50685,45023,AGT-08,8.2,FALSE,4.0,18.48,Chat,Souscription contrat,TRUE,0,,8.0,VRAI
DOS50686,45026,AGT-25,4.2,FALSE,3.0,21.07,Chat,Demande d'information,TRUE,0,Non Conforme,5.0,FAUX
DOS50687,45095,AGT-19,4.7,TRUE,4.0,22.27,Chat,Demande d'information,FALSE,0,Conforme,6.0,FAUX
DOS50688,45121,AGT-03,7.4,VRAI,3.0,50.64,Téléphone,Facturation,TRUE,1,Conforme,10.0,FAUX
DOS50689,45163,AGT-11,0.2,VRAI,4.0,54.9,Email,Panne compteur,TRUE,0,NC,9.0,FAUX
DOS50690,44946,AGT-07,0.0,FAUX,3.0,29.28,Chat,Facturation,FALSE,0,Conforme,,FAUX
DOS50691,45106,AGT-08,5.7,TRUE,4.0,39.8,Courrier,Panne compteur,FALSE,0,Conforme,9.0,VRAI
DOS50692,45084,AGT-07,2.6,FAUX,4.0,36.83,Courrier,Litige paiement,TRUE,0,,10.0,VRAI
DOS50693,45125,AGT-08,3.5,VRAI,4.0,52.14,Chat,Déménagement,TRUE,0,Conforme,7.0,FAUX
DOS50694,45080,AGT-11,2.3,TRUE,5.0,35.45,Chat,Résiliation,FALSE,1,NC,,VRAI
DOS50695,45165,AGT-25,5.4,VRAI,4.0,44.91,Courrier,Relevé compteur,TRUE,0,Conforme,6.0,VRAI
DOS50696,45113,AGT-08,5.5,TRUE,5.0,20.4,Email,Demande d'information,TRUE,0,,,VRAI
DOS50697,45200,AGT-12,5.6,FAUX,5.0,37.79,Chat,Déménagement,FALSE,0,Non Conforme,7.0,VRAI
DOS50698,44952,AGT-12,4.7,FALSE,5.0,48.24,Email,Facturation,FALSE,0,NC,,VRAI
DOS50699,45282,AGT-03,4.8,TRUE,4.0,23.12,Chat,Déménagement,FALSE,0,Conforme,8.0,FAUX
DOS50700,45005,AGT-25,3.9,VRAI,4.0,16.42,Courrier,Déménagement,FALSE,0,Conforme,,VRAI
DOS50701,45035,AGT-07,4.5,VRAI,5.0,15.33,Téléphone,Facturation,TRUE,1,Conforme,,FAUX
DOS50702,45232,AGT-08,2.7,VRAI,4.0,27.53,Email,Souscription contrat,TRUE,0,Conforme,10.0,VRAI
DOS50703,45145,AGT-08,6.0,VRAI,4.0,49.07,Chat,Souscription contrat,FALSE,0,,9.0,FAUX
DOS50704,44964,AGT-19,6.8,FAUX,5.0,33.41,Email,Changement d'offre,TRUE,0,Conforme,6.0,FAUX
DOS50705,44995,AGT-11,4.9,FALSE,5.0,29.15,Téléphone,Réclamation,FALSE,0,Conforme,,FAUX
DOS50706,45166,AGT-03,4.8,FALSE,5.0,15.85,Chat,Souscription contrat,FALSE,1,NC,,VRAI
DOS50707,45246,AGT-07,5.4,FALSE,5.0,40.03,Téléphone,Résiliation,TRUE,0,Conforme,,VRAI
DOS50708,45102,AGT-11,8.1,VRAI,3.0,51.4,Courrier,Changement d'offre,TRUE,0,Conforme,,FAUX
DOS50709,45203,AGT-03,5.1,FALSE,4.0,28.7,Courrier,Demande d'information,TRUE,0,Conforme,10.0,VRAI
DOS50710,44931,AGT-19,5.2,FALSE,5.0,54.21,Courrier,Relevé compteur,FALSE,0,Conforme,2.0,FAUX
DOS50711,45214,AGT-12,10.3,FALSE,5.0,47.74,Courrier,Réclamation,TRUE,0,Conforme,6.0,FAUX
DOS50712,45254,AGT-07,4.8,VRAI,5.0,45.22,Email,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50713,45283,AGT-11,5.9,VRAI,4.0,23.42,Chat,Facturation,TRUE,0,Non Conforme,8.0,VRAI
DOS50714,44981,AGT-08,5.8,FALSE,5.0,23.86,Courrier,Litige paiement,TRUE,0,NC,6.0,VRAI
DOS50715,45178,AGT-08,4.5,FAUX,5.0,27.08,Courrier,Facturation,FALSE,0,Non Conforme,6.0,FAUX
DOS50716,44953,AGT-03,6.0,VRAI,5.0,26.97,Chat,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50717,45217,AGT-07,2.4,FALSE,,40.27,Téléphone,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50718,44996,AGT-19,4.8,FALSE,5.0,47.04,Courrier,Déménagement,FALSE,0,Conforme,9.0,VRAI
DOS50719,45279,AGT-12,3.4,FALSE,,50.19,Courrier,Panne compteur,TRUE,0,Conforme,7.0,FAUX
DOS50720,45147,AGT-08,6.1,FALSE,2.0,45.04,Courrier,Réclamation,TRUE,0,Conforme,7.0,FAUX
DOS50721,45276,AGT-03,2.1,VRAI,5.0,24.42,Téléphone,Souscription contrat,FALSE,0,Conforme,,FAUX
DOS50722,45252,AGT-07,6.5,TRUE,5.0,17.8,Chat,Demande d'information,TRUE,0,Conforme,,FAUX
DOS50723,45003,AGT-08,0.2,TRUE,4.0,13.12,Téléphone,Réclamation,TRUE,0,Conforme,7.0,VRAI
DOS50724,44946,AGT-25,6.0,FAUX,4.0,15.17,Courrier,Déménagement,FALSE,0,Conforme,,VRAI
DOS50725,45232,AGT-12,3.1,FALSE,5.0,20.16,Courrier,Souscription contrat,FALSE,0,Conforme,4.0,VRAI
DOS50726,45158,AGT-11,4.0,VRAI,5.0,20.24,Email,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50727,44981,AGT-25,4.7,TRUE,5.0,51.18,Email,Panne compteur,TRUE,0,Conforme,6.0,VRAI
DOS50728,45040,AGT-11,8.3,FAUX,5.0,37.31,Téléphone,Litige paiement,FALSE,0,Conforme,,VRAI
DOS50729,45067,AGT-25,3.1,TRUE,4.0,21.61,Email,Souscription contrat,TRUE,0,Conforme,9.0,VRAI
DOS50730,45272,AGT-19,5.1,FALSE,,47.37,Téléphone,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50731,45138,AGT-08,7.6,TRUE,4.0,29.46,Email,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50732,45244,AGT-12,5.2,TRUE,5.0,-32.37,Téléphone,Déménagement,TRUE,0,,9.0,VRAI
DOS50733,45212,AGT-19,6.3,FALSE,4.0,44.48,Courrier,Résiliation,TRUE,0,Conforme,7.0,FAUX
DOS50734,45130,AGT-19,7.3,TRUE,,21.06,Chat,Souscription contrat,FALSE,0,Conforme,8.0,VRAI
DOS50735,45071,AGT-07,0.0,FALSE,3.0,35.46,Courrier,Demande d'information,TRUE,0,Non Conforme,9.0,FAUX
DOS50736,45014,AGT-11,4.2,FAUX,5.0,52.05,Courrier,Changement d'offre,FALSE,1,Conforme,10.0,VRAI
DOS50737,45158,AGT-03,3.1,TRUE,3.0,18.28,Téléphone,Litige paiement,TRUE,1,Conforme,10.0,VRAI
DOS50738,45133,AGT-19,7.6,VRAI,5.0,17.19,Chat,Résiliation,TRUE,0,,9.0,VRAI
DOS50739,45247,AGT-25,8.7,FALSE,3.0,26.02,Chat,Facturation,FALSE,0,,8.0,VRAI
DOS50740,45097,AGT-19,2.6,VRAI,5.0,46.43,Téléphone,Souscription contrat,TRUE,0,Conforme,8.0,VRAI
DOS50741,45226,AGT-12,5.7,VRAI,5.0,53.8,Téléphone,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50742,44950,AGT-25,4.0,FALSE,5.0,31.56,Email,Demande d'information,FALSE,0,,,VRAI
DOS50743,45224,AGT-07,4.1,FAUX,3.0,44.15,Email,Relevé compteur,TRUE,0,Non Conforme,10.0,FAUX
DOS50744,45019,AGT-08,6.4,VRAI,4.0,28.82,Courrier,Relevé compteur,FALSE,0,Conforme,9.0,VRAI
DOS50745,44957,AGT-07,5.3,FAUX,3.0,30.07,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50746,45208,AGT-11,6.2,TRUE,4.0,53.91,Courrier,Panne compteur,FALSE,0,NC,,VRAI
DOS50747,45148,AGT-08,8.6,FALSE,5.0,41.62,Téléphone,Déménagement,FALSE,0,Non Conforme,3.0,FAUX
DOS50748,45187,AGT-25,5.8,FAUX,4.0,43.61,Courrier,Souscription contrat,FALSE,0,,5.0,FAUX
DOS50749,45016,AGT-25,6.4,TRUE,4.0,24.49,Courrier,Relevé compteur,FALSE,0,Conforme,8.0,VRAI
DOS50750,45086,AGT-19,7.2,FAUX,3.0,24.76,Courrier,Litige paiement,FALSE,0,,8.0,VRAI
DOS50751,44933,AGT-07,3.8,TRUE,4.0,36.2,Email,Facturation,TRUE,0,Conforme,10.0,VRAI
DOS50752,45019,AGT-25,6.6,FAUX,5.0,16.75,Courrier,Panne compteur,TRUE,0,Non Conforme,,FAUX
DOS50753,45205,AGT-19,4.1,FAUX,,47.67,Email,Litige paiement,FALSE,0,Conforme,7.0,VRAI
DOS50754,45139,AGT-19,2.7,FAUX,,35.31,Email,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50755,45222,AGT-25,6.0,TRUE,5.0,24.15,Téléphone,Réclamation,TRUE,0,Conforme,,FAUX
DOS50756,44930,AGT-19,2.9,TRUE,4.0,14.72,Email,Relevé compteur,TRUE,1,Conforme,5.0,FAUX
DOS50757,44930,AGT-03,2.5,FAUX,,54.4,Téléphone,Résiliation,FALSE,0,,9.0,FAUX
DOS50758,45049,AGT-08,5.3,TRUE,5.0,27.96,Email,Panne compteur,TRUE,0,Conforme,9.0,FAUX
DOS50759,45080,AGT-19,4.9,VRAI,2.0,39.78,Chat,Litige paiement,FALSE,0,Conforme,10.0,FAUX
DOS50760,45163,AGT-11,8.0,FAUX,4.0,43.36,Téléphone,Résiliation,FALSE,0,,10.0,VRAI
DOS50761,45256,AGT-19,2.9,FALSE,4.0,41.69,Chat,Réclamation,FALSE,0,Conforme,,FAUX
DOS50762,45020,AGT-07,5.8,FALSE,4.0,24.04,Téléphone,Souscription contrat,TRUE,0,Conforme,2.0,VRAI
DOS50763,45064,AGT-12,3.6,VRAI,,13.24,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50764,45212,AGT-03,2.2,TRUE,4.0,32.09,Chat,Déménagement,FALSE,0,Conforme,0.0,FAUX
DOS50765,45262,AGT-11,1.3,VRAI,3.0,42.31,Téléphone,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50766,45069,AGT-12,3.0,TRUE,4.0,14.6,Email,Panne compteur,TRUE,0,Conforme,8.0,VRAI
DOS50767,45071,AGT-03,2.9,TRUE,5.0,41.53,Téléphone,Changement d'offre,FALSE,0,NC,8.0,VRAI
DOS50768,44953,AGT-03,1.4,FALSE,,42.32,Email,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50769,45190,AGT-19,6.9,FAUX,3.0,35.11,Chat,Litige paiement,FALSE,0,Conforme,10.0,VRAI
DOS50770,45075,AGT-08,7.5,FAUX,5.0,39.36,Téléphone,Déménagement,FALSE,0,Conforme,,VRAI
DOS50771,44963,AGT-03,-1.0,FAUX,4.0,40.38,Chat,Panne compteur,FALSE,0,,,VRAI
DOS50772,45273,AGT-12,3.7,FAUX,4.0,18.74,Courrier,Réclamation,FALSE,0,NC,,FAUX
DOS50773,44945,AGT-07,4.3,FAUX,5.0,39.49,Email,Résiliation,TRUE,1,Conforme,7.0,VRAI
DOS50774,44985,AGT-07,4.7,FALSE,4.0,19.29,Courrier,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50775,45094,AGT-07,7.2,TRUE,4.0,44.53,Courrier,Facturation,TRUE,1,,10.0,VRAI
DOS50776,45158,AGT-19,7.2,TRUE,3.0,12.66,Chat,Relevé compteur,TRUE,0,Non Conforme,10.0,VRAI
DOS50777,45210,AGT-08,5.8,FALSE,5.0,16.61,Courrier,Souscription contrat,FALSE,0,,8.0,VRAI
DOS50778,45225,AGT-08,5.7,TRUE,4.0,14.99,Téléphone,Facturation,FALSE,0,Conforme,,FAUX
DOS50779,45261,AGT-25,4.2,VRAI,4.0,33.34,Téléphone,Litige paiement,FALSE,0,,5.0,VRAI
DOS50780,45023,AGT-08,1.3,VRAI,1.0,49.43,Chat,Facturation,TRUE,0,Conforme,8.0,FAUX
DOS50781,45078,AGT-25,4.6,FAUX,2.0,19.33,Chat,Déménagement,TRUE,0,Conforme,,FAUX
DOS50782,45211,AGT-07,7.6,TRUE,3.0,13.31,Téléphone,Litige paiement,TRUE,0,Conforme,7.0,FAUX
DOS50783,44979,AGT-12,3.9,FALSE,4.0,40.94,Email,Déménagement,FALSE,0,Conforme,10.0,VRAI
DOS50784,45272,AGT-07,4.5,TRUE,5.0,37.21,Email,Facturation,FALSE,1,Non Conforme,,FAUX
DOS50785,45153,AGT-25,6.7,FAUX,5.0,15.32,Email,Changement d'offre,TRUE,0,Conforme,8.0,VRAI
DOS50786,45044,AGT-08,4.4,FAUX,4.0,25.55,Email,Déménagement,FALSE,0,Conforme,,FAUX
DOS50787,45019,AGT-07,4.7,VRAI,5.0,49.63,Courrier,Déménagement,TRUE,1,Conforme,,VRAI
DOS50788,44987,AGT-25,6.8,VRAI,4.0,30.64,Courrier,Déménagement,TRUE,0,Conforme,9.0,VRAI
DOS50789,45250,AGT-25,1.3,VRAI,,31.73,Email,Résiliation,FALSE,0,Conforme,10.0,FAUX
DOS50790,44978,AGT-07,2.9,FALSE,,14.63,Email,Relevé compteur,FALSE,1,NC,7.0,FAUX
DOS50791,45110,AGT-03,8.9,VRAI,1.0,33.04,Chat,Demande d'information,TRUE,0,Conforme,5.0,VRAI
DOS50792,45219,AGT-19,6.8,VRAI,3.0,36.3,Email,Facturation,TRUE,1,Conforme,4.0,VRAI
DOS50793,45186,AGT-03,7.0,FAUX,5.0,32.13,Téléphone,Litige paiement,FALSE,0,Conforme,7.0,VRAI
DOS50794,45154,AGT-07,5.8,FALSE,2.0,46.91,Téléphone,Relevé compteur,TRUE,0,Conforme,,FAUX
DOS50795,44953,AGT-07,6.0,FAUX,5.0,46.97,Téléphone,Changement d'offre,TRUE,0,Conforme,4.0,VRAI
DOS50796,45109,AGT-11,4.0,TRUE,5.0,49.18,Email,Souscription contrat,FALSE,0,Conforme,4.0,VRAI
DOS50797,44951,AGT-25,9.4,FALSE,3.0,51.82,Email,Souscription contrat,FALSE,0,Conforme,0.0,VRAI
DOS50798,45283,AGT-12,4.6,VRAI,5.0,17.12,Téléphone,Réclamation,FALSE,0,Conforme,7.0,VRAI
DOS50799,45035,AGT-03,7.1,TRUE,4.0,15.46,Téléphone,Déménagement,FALSE,0,Conforme,6.0,FAUX
DOS50800,45251,AGT-19,0.0,VRAI,4.0,33.01,Téléphone,Facturation,TRUE,0,Conforme,9.0,FAUX
DOS50801,45203,AGT-03,3.9,TRUE,,42.16,Courrier,Déménagement,TRUE,1,,,VRAI
DOS50802,45187,AGT-25,5.1,FAUX,4.0,34.28,Chat,Relevé compteur,TRUE,1,Conforme,10.0,VRAI
DOS50803,45165,AGT-08,5.8,FAUX,5.0,34.44,Email,Déménagement,TRUE,0,Conforme,,VRAI
DOS50804,45212,AGT-03,7.8,FAUX,5.0,12.38,Chat,Réclamation,FALSE,0,NC,,VRAI
DOS50805,45011,AGT-07,10.9,VRAI,4.0,12.07,Email,Déménagement,FALSE,0,Conforme,,VRAI
DOS50806,45121,AGT-03,3.3,FAUX,4.0,50.47,Email,Résiliation,TRUE,0,Conforme,5.0,FAUX
DOS50807,45065,AGT-25,6.5,VRAI,5.0,51.93,Courrier,Changement d'offre,TRUE,0,NC,9.0,FAUX
DOS50808,45220,AGT-11,5.4,VRAI,5.0,19.54,Email,Facturation,TRUE,0,Conforme,3.0,FAUX
DOS50809,45077,AGT-12,1.7,FALSE,5.0,46.67,Chat,Souscription contrat,FALSE,0,Non Conforme,,VRAI
DOS50810,45199,AGT-19,8.3,VRAI,,16.2,Courrier,Déménagement,FALSE,0,,,VRAI
DOS50811,45120,AGT-12,4.4,VRAI,5.0,13.73,Courrier,Souscription contrat,FALSE,0,NC,,FAUX
DOS50812,45209,AGT-11,4.3,TRUE,5.0,54.81,Email,Panne compteur,FALSE,0,Conforme,,FAUX
DOS50813,45145,AGT-12,8.3,TRUE,5.0,16.18,Chat,Demande d'information,TRUE,0,NC,,VRAI
DOS50814,45055,AGT-11,5.1,TRUE,4.0,47.57,Chat,Résiliation,FALSE,0,Conforme,9.0,VRAI
DOS50815,45112,AGT-11,7.5,FALSE,4.0,47.14,Courrier,Réclamation,TRUE,0,,3.0,VRAI
DOS50816,45172,AGT-12,4.7,FAUX,5.0,52.84,Téléphone,Panne compteur,FALSE,0,Conforme,,FAUX
DOS50817,44943,AGT-03,6.2,FALSE,4.0,18.52,Courrier,Facturation,FALSE,0,Conforme,,VRAI
DOS50818,45108,AGT-25,4.9,FAUX,3.0,47.62,Email,Litige paiement,FALSE,0,,,VRAI
DOS50819,44938,AGT-19,3.6,VRAI,2.0,32.36,Email,Déménagement,FALSE,0,Conforme,2.0,FAUX
DOS50820,45203,AGT-07,6.3,FAUX,,21.01,Téléphone,Facturation,FALSE,0,Conforme,9.0,FAUX
DOS50821,45222,AGT-03,6.7,VRAI,2.0,52.8,Courrier,Souscription contrat,FALSE,0,Conforme,8.0,FAUX
DOS50822,45141,AGT-11,5.2,FALSE,5.0,30.16,Chat,Résiliation,TRUE,0,,,VRAI
DOS50823,45071,AGT-25,1.3,FAUX,4.0,19.39,Téléphone,Facturation,FALSE,0,Conforme,9.0,FAUX
DOS50824,45216,AGT-07,2.9,TRUE,5.0,20.77,Email,Panne compteur,FALSE,0,NC,3.0,VRAI
DOS50825,45079,AGT-08,4.2,VRAI,4.0,20.04,Téléphone,Panne compteur,FALSE,0,Conforme,6.0,VRAI
DOS50826,45020,AGT-08,8.1,FALSE,,36.47,Téléphone,Résiliation,TRUE,1,Non Conforme,6.0,FAUX
DOS50827,45172,AGT-19,5.1,FAUX,,50.41,Courrier,Litige paiement,TRUE,1,NC,,VRAI
DOS50828,45218,AGT-07,8.0,TRUE,2.0,40.71,Courrier,Panne compteur,FALSE,0,Conforme,,FAUX
DOS50829,45062,AGT-25,7.2,FALSE,,31.33,Chat,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50830,44986,AGT-19,4.3,FAUX,1.0,48.97,Email,Litige paiement,TRUE,0,Non Conforme,,FAUX
DOS50831,45030,AGT-19,5.6,FALSE,2.0,45.45,Téléphone,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50832,44955,AGT-03,6.8,VRAI,5.0,12.54,Email,Déménagement,FALSE,0,Conforme,,FAUX
DOS50833,45141,AGT-19,3.7,FALSE,5.0,21.34,Téléphone,Souscription contrat,FALSE,0,,,VRAI
DOS50834,45042,AGT-25,6.6,FAUX,5.0,12.19,Chat,Facturation,FALSE,0,Non Conforme,,FAUX
DOS50835,45246,AGT-12,6.4,FALSE,3.0,33.55,Email,Litige paiement,TRUE,0,Conforme,,VRAI
DOS50836,45156,AGT-25,3.6,FAUX,,39.94,Courrier,Litige paiement,TRUE,0,NC,8.0,FAUX
DOS50837,45256,AGT-19,6.2,FALSE,4.0,15.62,Courrier,Résiliation,TRUE,0,Conforme,9.0,FAUX
DOS50838,44958,AGT-12,5.0,FALSE,,40.1,Email,Déménagement,FALSE,0,Non Conforme,10.0,FAUX
DOS50839,44972,AGT-19,2.5,FAUX,,18.27,Email,Souscription contrat,FALSE,0,,,FAUX
DOS50840,45115,AGT-19,4.2,FALSE,5.0,22.26,Courrier,Facturation,TRUE,0,Conforme,,FAUX
DOS50841,45092,AGT-19,4.1,VRAI,4.0,21.74,Chat,Facturation,TRUE,0,Non Conforme,10.0,VRAI
DOS50842,45000,AGT-11,8.5,VRAI,5.0,30.84,Email,Résiliation,TRUE,0,Conforme,,FAUX
DOS50843,45289,AGT-19,3.0,VRAI,5.0,45.37,Chat,Résiliation,TRUE,0,Conforme,,VRAI
DOS50844,45048,AGT-11,3.9,TRUE,1.0,14.1,Courrier,Panne compteur,TRUE,0,Non Conforme,0.0,VRAI
DOS50845,44954,AGT-07,6.0,TRUE,4.0,49.75,Courrier,Réclamation,FALSE,0,,6.0,VRAI
DOS50846,45134,AGT-08,5.3,VRAI,1.0,37.04,Chat,Résiliation,TRUE,0,NC,7.0,FAUX
DOS50847,45087,AGT-08,4.8,FAUX,1.0,54.44,Chat,Litige paiement,TRUE,0,Conforme,5.0,VRAI
DOS50848,45229,AGT-25,4.8,FAUX,5.0,27.98,Chat,Relevé compteur,TRUE,1,Conforme,10.0,FAUX
DOS50849,45046,AGT-12,7.1,TRUE,5.0,24.76,Email,Panne compteur,FALSE,0,,6.0,FAUX
DOS50850,45027,AGT-08,3.6,TRUE,5.0,53.35,Email,Changement d'offre,FALSE,0,Conforme,4.0,VRAI
DOS50851,44930,AGT-11,3.1,TRUE,,36.87,Courrier,Facturation,TRUE,0,Conforme,,FAUX
DOS50852,45287,AGT-19,1.3,FAUX,4.0,19.86,Courrier,Souscription contrat,FALSE,0,Non Conforme,,VRAI
DOS50853,45199,AGT-08,4.3,FAUX,5.0,18.16,Courrier,Réclamation,TRUE,0,Conforme,4.0,FAUX
DOS50854,45238,AGT-25,2.6,VRAI,5.0,27.65,Téléphone,Déménagement,TRUE,0,NC,,VRAI
DOS50855,45118,AGT-25,4.6,FAUX,4.0,17.55,Courrier,Réclamation,TRUE,0,Conforme,7.0,FAUX
DOS50856,45248,AGT-11,1.8,FALSE,2.0,27.13,Chat,Résiliation,TRUE,0,Conforme,8.0,FAUX
DOS50857,45255,AGT-11,4.5,FALSE,1.0,16.06,Chat,Réclamation,TRUE,0,,,FAUX
DOS50858,45000,AGT-11,5.8,FALSE,,26.14,Email,Facturation,TRUE,0,Conforme,8.0,FAUX
DOS50859,45046,AGT-07,5.1,TRUE,3.0,49.69,Chat,Litige paiement,TRUE,0,Conforme,7.0,VRAI
DOS50860,45070,AGT-08,6.4,FALSE,3.0,48.83,Courrier,Demande d'information,TRUE,1,Conforme,,FAUX
DOS50861,45118,AGT-25,7.4,FALSE,,15.25,Email,Réclamation,TRUE,0,Conforme,10.0,FAUX
DOS50862,45062,AGT-12,5.7,TRUE,5.0,45.09,Chat,Réclamation,FALSE,0,Conforme,,FAUX
DOS50863,45068,AGT-11,5.2,FALSE,5.0,53.37,Téléphone,Réclamation,TRUE,0,,4.0,VRAI
DOS50864,45105,AGT-08,6.0,FAUX,4.0,42.38,Chat,Panne compteur,TRUE,0,Conforme,,FAUX
DOS50865,45120,AGT-03,5.8,TRUE,,44.7,Chat,Résiliation,TRUE,0,Non Conforme,6.0,VRAI
DOS50866,45151,AGT-25,6.8,TRUE,,47.48,Email,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50867,45052,AGT-07,5.3,FALSE,3.0,48.29,Courrier,Litige paiement,FALSE,0,Non Conforme,4.0,FAUX
DOS50868,44945,AGT-19,2.8,TRUE,3.0,13.53,Chat,Panne compteur,FALSE,0,Conforme,5.0,FAUX
DOS50869,45190,AGT-03,7.3,VRAI,2.0,52.23,Téléphone,Résiliation,FALSE,0,Conforme,,VRAI
DOS50870,44966,AGT-08,1.9,TRUE,5.0,18.41,Téléphone,Réclamation,FALSE,0,,,VRAI
DOS50871,45154,AGT-11,6.6,VRAI,3.0,47.67,Email,Relevé compteur,TRUE,1,Conforme,7.0,VRAI
DOS50872,45251,AGT-07,6.0,VRAI,,39.74,Courrier,Panne compteur,FALSE,0,Conforme,3.0,VRAI
DOS50873,45086,AGT-12,6.0,VRAI,3.0,27.74,Téléphone,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50874,44990,AGT-12,5.3,TRUE,5.0,34.65,Chat,Changement d'offre,FALSE,1,Conforme,,VRAI
DOS50875,45238,AGT-08,9.8,FALSE,4.0,51.85,Téléphone,Réclamation,TRUE,0,Conforme,0.0,VRAI
DOS50876,45045,AGT-12,3.8,TRUE,,45.93,Email,Changement d'offre,FALSE,0,Non Conforme,9.0,VRAI
DOS50877,45251,AGT-19,5.0,VRAI,3.0,34.77,Courrier,Déménagement,TRUE,0,Conforme,,VRAI
DOS50878,45157,AGT-03,7.7,FAUX,5.0,30.83,Chat,Souscription contrat,FALSE,0,Non Conforme,9.0,FAUX
DOS50879,45090,AGT-03,6.1,VRAI,,35.85,Courrier,Résiliation,FALSE,0,,10.0,FAUX
DOS50880,44949,AGT-08,6.1,VRAI,1.0,21.66,Courrier,Panne compteur,FALSE,0,Conforme,10.0,VRAI
DOS50881,45128,AGT-25,7.7,VRAI,4.0,38.36,Téléphone,Résiliation,FALSE,0,Conforme,5.0,FAUX
DOS50882,45168,AGT-19,8.0,TRUE,5.0,38.7,Téléphone,Facturation,TRUE,0,Conforme,6.0,FAUX
DOS50883,45120,AGT-07,6.7,FAUX,3.0,53.68,Chat,Litige paiement,TRUE,0,Conforme,9.0,VRAI
DOS50884,45015,AGT-07,9.2,FALSE,,16.28,Email,Demande d'information,TRUE,0,NC,7.0,FAUX
DOS50885,45065,AGT-11,6.1,FAUX,,28.36,Téléphone,Panne compteur,TRUE,0,Conforme,,FAUX
DOS50886,45220,AGT-08,6.7,FAUX,2.0,13.73,Email,Demande d'information,TRUE,1,Conforme,,VRAI
DOS50887,45036,AGT-25,7.2,FAUX,,35.5,Chat,Litige paiement,FALSE,0,Conforme,,VRAI
DOS50888,45013,AGT-03,7.9,FAUX,4.0,31.01,Courrier,Déménagement,TRUE,0,NC,,VRAI
DOS50889,44957,AGT-08,3.4,TRUE,1.0,40.17,Téléphone,Résiliation,FALSE,0,Conforme,9.0,FAUX
DOS50890,44971,AGT-12,2.6,TRUE,2.0,30.25,Courrier,Demande d'information,TRUE,0,Non Conforme,,VRAI
DOS50891,45062,AGT-03,2.9,TRUE,2.0,18.26,Téléphone,Relevé compteur,TRUE,1,Conforme,,FAUX
DOS50892,45226,AGT-03,4.3,TRUE,4.0,29.21,Courrier,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50893,44992,AGT-07,7.2,FAUX,4.0,50.44,Téléphone,Déménagement,TRUE,1,Conforme,,VRAI
DOS50894,45247,AGT-11,11.4,VRAI,5.0,53.13,Courrier,Demande d'information,FALSE,0,Non Conforme,7.0,VRAI
