N_Contact,Date,Agent_ID,Handling_Time_Sec,Status,Rating,Billed_Amount,Channel,Topic,Handled,Repeat_Call,Compliance,NPS_Score,Complaint
CNT-71590,08/03/2023,103,456,Resolved,4.0,39.57,phone,Facturation,Yes,No,Non-compliant,9.0,No
CNT-71591,06/15/2023,108,93,resolved,3.0,40.69,Email,Demande d'information,No,No,Compliant,7.0,No
CNT-71592,12/06/2023,106,246,Resolved,3.0,,Phone,Facturation,Yes,No,Non-compliant,9.0,No
CNT-71593,03/02/2023,109,338,Unresolved,5.0,21.03,Phone,Litige paiement,Yes,Yes,Compliant,8.0,No
CNT-71594,03/30/2023,103,150,Pending,1.0,33.38,Email,Relevé compteur,Yes,Yes,Compliant,7.0,No
CNT-71595,04/24/2023,107,441,Resolved,2.0,26.22,Phone,Souscription contrat,Yes,No,Compliant,3.0,Yes
CNT-71596,11/09/2023,101,249,resolved,4.0,37.33,Social Media,Réclamation,Yes,No,Compliant,10.0,No
CNT-71597,08/31/2023,109,140,resolved,4.0,41.77,Phone,Relevé compteur,Yes,No,Compliant,4.0,No
CNT-71598,06/10/2023,101,133,Pending,5.0,26.0,phone,Déménagement,Yes,No,Compliant,,No
CNT-71599,06/07/2023,105,257,Pending,,41.24,Social Media,Relevé compteur,Yes,No,Non-compliant,,No
CNT-71600,08/07/2023,108,427,Pending,4.0,29.8,Phone,Facturation,No,No,Compliant,8.0,No
CNT-71601,07/24/2023,109,185,Pending,3.0,18.89,Email,Relevé compteur,Yes,No,N/A,,No
CNT-71602,12/09/2023,106,113,Resolved,4.0,11.75,phone,Résiliation,yes,No,Compliant,9.0,No
CNT-71603,02/27/2023,101,272,Unresolved,5.0,29.62,Email,Panne compteur,Yes,No,Compliant,,No
CNT-71604,04/01/2023,102,447,Unresolved,,39.53,Chat,Déménagement,Yes,No,Compliant,8.0,No
CNT-71605,03/25/2023,101,259,Unresolved,4.0,38.84,Chat,Résiliation,yes,No,Compliant,,Yes
CNT-71606,03/14/2023,107,436,resolved,5.0,32.65,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-71607,05/09/2023,107,139,Unresolved,2.0,26.28,Email,Demande d'information,Yes,No,Compliant,,No
CNT-71608,07/22/2023,105,318,Pending,,16.91,Chat,Déménagement,Yes,Yes,Compliant,10.0,No
CNT-71609,02/08/2023,101,272,Unresolved,4.0,46.14,Email,Demande d'information,Yes,Yes,N/A,8.0,No
CNT-71610,02/05/2023,107,246,resolved,5.0,20.81,Email,Souscription contrat,No,No,Compliant,,No
CNT-71611,08/22/2023,107,228,Pending,5.0,34.68,Social Media,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71612,01/21/2023,102,307,Unresolved,4.0,27.79,phone,Facturation,Yes,Yes,Compliant,8.0,No
CNT-71613,06/04/2023,103,363,Resolved,,47.25,Social Media,Résiliation,Yes,No,Compliant,7.0,No
CNT-71614,09/28/2023,103,259,Pending,5.0,37.78,phone,Réclamation,No,No,Compliant,,No
CNT-71615,08/26/2023,105,388,resolved,2.0,32.24,Phone,Relevé compteur,No,No,Compliant,7.0,No
CNT-71616,07/24/2023,105,85,Unresolved,4.0,27.95,Phone,Résiliation,Yes,No,Compliant,,No
CNT-71617,05/27/2023,106,350,Resolved,5.0,12.2,Email,Changement d'offre,No,No,Compliant,8.0,No
CNT-71618,11/10/2023,109,397,Pending,4.0,48.08,Chat,Facturation,Yes,No,Compliant,,No
CNT-71619,01/29/2023,104,N/A,Pending,4.0,,Social Media,Changement d'offre,Yes,No,Compliant,8.0,Yes
CNT-71620,04/03/2023,107,266,resolved,4.0,33.87,phone,Résiliation,Yes,No,Compliant,,No
CNT-71621,10/19/2023,104,312,Pending,,16.61,phone,Demande d'information,No,No,Compliant,,No
CNT-71622,12/30/2023,108,216,Pending,4.0,20.67,phone,Relevé compteur,Yes,No,Compliant,5.0,No
CNT-71623,10/02/2023,108,279,Unresolved,4.0,36.4,phone,Demande d'information,Yes,No,Compliant,7.0,Yes
CNT-71624,05/20/2023,107,231,Unresolved,4.0,43.11,Phone,Réclamation,Yes,No,Compliant,9.0,No
CNT-71625,04/24/2023,106,248,Resolved,4.0,,Social Media,Déménagement,Yes,No,Compliant,9.0,No
CNT-71626,07/13/2023,104,219,Resolved,4.0,12.07,Phone,Facturation,No,Yes,Compliant,7.0,No
CNT-71627,12/26/2023,104,242,resolved,,19.32,phone,Panne compteur,Yes,Yes,Compliant,8.0,No
CNT-71628,07/13/2023,108,313,Resolved,5.0,22.19,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71629,03/19/2023,104,197,Pending,5.0,41.99,Chat,Litige paiement,Yes,No,Compliant,8.0,No
CNT-71630,03/02/2023,101,257,Unresolved,4.0,37.21,Email,Litige paiement,Yes,Yes,Compliant,,No
CNT-71631,07/17/2023,104,129,Pending,5.0,35.73,Chat,Changement d'offre,Yes,No,Compliant,,No
CNT-71632,10/10/2023,102,331,Resolved,3.0,18.37,Email,Réclamation,No,No,Compliant,,No
CNT-71633,03/23/2023,105,277,Resolved,4.0,29.24,Phone,Résiliation,Yes,No,Non-compliant,,Yes
CNT-71634,12/19/2023,106,124,Unresolved,4.0,16.8,Chat,Déménagement,No,No,Compliant,8.0,Yes
CNT-71635,04/01/2023,105,335,resolved,4.0,27.81,Phone,Relevé compteur,Yes,Yes,Compliant,0.0,No
CNT-71636,04/16/2023,109,119,Pending,3.0,21.33,Email,Déménagement,Yes,Yes,Compliant,,No
CNT-71637,10/02/2023,103,323,Unresolved,5.0,34.16,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71638,01/09/2023,107,275,Resolved,5.0,41.1,Phone,Demande d'information,,Yes,Compliant,,No
CNT-71639,09/24/2023,105,298,resolved,5.0,24.04,Chat,Litige paiement,Yes,Yes,Non-compliant,7.0,No
CNT-71640,10/21/2023,106,225,resolved,5.0,42.09,Social Media,Facturation,Yes,No,N/A,8.0,No
CNT-71641,02/05/2023,102,88,Pending,5.0,27.71,Phone,Demande d'information,Yes,Yes,Compliant,,No
CNT-71642,01/08/2023,105,225,Resolved,3.0,14.37,Chat,Facturation,Yes,No,Compliant,,No
CNT-71643,06/13/2023,106,155,Resolved,3.0,44.7,Social Media,Demande d'information,Yes,Yes,Compliant,5.0,No
CNT-71644,04/01/2023,102,322,Resolved,4.0,48.87,Social Media,Déménagement,Yes,No,Compliant,8.0,No
CNT-71645,04/24/2023,103,285,Unresolved,4.0,29.38,Social Media,Souscription contrat,Yes,No,N/A,8.0,No
CNT-71646,04/05/2023,104,190,Unresolved,3.0,18.14,Email,Panne compteur,No,No,Compliant,3.0,No
CNT-71647,12/06/2023,103,199,Resolved,4.0,38.05,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-71648,07/09/2023,107,421,Resolved,5.0,36.28,Email,Réclamation,Yes,No,Compliant,8.0,No
CNT-71649,03/06/2023,101,382,Pending,4.0,24.25,Phone,Déménagement,Yes,No,Compliant,,No
CNT-71650,11/25/2023,102,275,Resolved,5.0,13.32,Phone,Panne compteur,Yes,No,Compliant,7.0,No
CNT-71651,01/13/2023,104,398,Pending,5.0,41.68,Email,Réclamation,Yes,No,Compliant,9.0,No
CNT-71652,07/19/2023,104,231,Resolved,5.0,15.01,Social Media,Demande d'information,yes,No,Compliant,10.0,No
CNT-71653,09/09/2023,108,15,Unresolved,5.0,44.58,Phone,Changement d'offre,Yes,No,Non-compliant,10.0,No
CNT-71654,09/07/2023,103,352,Pending,4.0,36.51,phone,Litige paiement,Yes,No,Compliant,,No
CNT-71655,10/22/2023,107,189,Resolved,4.0,33.52,Social Media,Facturation,No,No,Non-compliant,10.0,No
CNT-71656,12/21/2023,104,202,Pending,4.0,10.94,Phone,Réclamation,Yes,Yes,Compliant,,No
CNT-71657,10/11/2023,107,196,Unresolved,5.0,18.87,phone,Déménagement,Yes,No,Compliant,0.0,No
CNT-71658,06/22/2023,106,N/A,Resolved,3.0,24.02,phone,Facturation,Yes,Yes,N/A,6.0,No
CNT-71659,05/15/2023,107,213,Pending,,39.94,phone,Relevé compteur,Yes,No,Non-compliant,,No
CNT-71660,07/10/2023,101,403,Unresolved,4.0,49.03,phone,Déménagement,,No,Compliant,8.0,No
CNT-71661,09/18/2023,108,229,Pending,4.0,18.83,phone,Souscription contrat,Yes,No,Compliant,8.0,No
CNT-71662,09/04/2023,102,293,Pending,4.0,42.51,Chat,Souscription contrat,Yes,No,Compliant,,No
CNT-71663,08/09/2023,109,358,Pending,4.0,35.72,Chat,Souscription contrat,Yes,No,Compliant,,Yes
CNT-71664,05/17/2023,104,114,resolved,,11.87,Social Media,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-71665,10/15/2023,101,219,resolved,4.0,30.96,Email,Relevé compteur,Yes,No,Compliant,,No
CNT-71666,04/26/2023,108,357,Pending,5.0,40.53,Chat,Panne compteur,yes,No,Non-compliant,,No
CNT-71667,07/23/2023,107,N/A,Pending,4.0,20.55,Social Media,Panne compteur,yes,No,Non-compliant,8.0,Yes
CNT-71668,12/16/2023,107,155,resolved,4.0,41.51,phone,Relevé compteur,yes,No,Compliant,,No
CNT-71669,12/16/2023,106,160,Unresolved,5.0,47.45,phone,Litige paiement,Yes,No,Non-compliant,7.0,No
CNT-71670,08/02/2023,104,310,Pending,5.0,18.95,Social Media,Résiliation,No,No,Compliant,8.0,No
CNT-71671,09/11/2023,101,394,Pending,5.0,30.56,phone,Demande d'information,Yes,No,Compliant,8.0,No
CNT-71672,01/18/2023,107,328,Unresolved,,24.87,Phone,Changement d'offre,Yes,No,Non-compliant,,Yes
CNT-71673,04/05/2023,103,200,Resolved,5.0,43.18,Email,Réclamation,Yes,No,Non-compliant,2.0,Yes
CNT-71674,03/01/2023,104,374,Unresolved,4.0,22.67,Email,Changement d'offre,No,No,Non-compliant,8.0,No
CNT-71675,02/06/2023,108,218,Unresolved,4.0,27.05,Social Media,Relevé compteur,No,No,Compliant,7.0,No
CNT-71676,06/04/2023,106,194,Resolved,4.0,47.88,Email,Déménagement,Yes,Yes,Compliant,,No
CNT-71677,10/03/2023,107,277,Pending,3.0,32.52,phone,Relevé compteur,Yes,Yes,Compliant,7.0,No
CNT-71678,09/05/2023,109,384,resolved,5.0,44.5,Social Media,Facturation,Yes,No,Compliant,2.0,No
CNT-71679,07/23/2023,101,262,Unresolved,,30.41,phone,Litige paiement,Yes,No,Non-compliant,,No
CNT-71680,05/03/2023,105,283,Unresolved,,23.52,Phone,Facturation,Yes,No,Compliant,,No
CNT-71681,12/18/2023,104,N/A,resolved,4.0,28.03,Phone,Changement d'offre,Yes,Yes,Compliant,,No
CNT-71682,04/20/2023,102,166,resolved,3.0,42.73,Social Media,Souscription contrat,Yes,No,N/A,,No
CNT-71683,01/13/2023,101,90,Unresolved,4.0,33.33,Email,Changement d'offre,Yes,Yes,Compliant,9.0,Yes
CNT-71684,02/17/2023,103,165,Resolved,3.0,22.77,phone,Déménagement,Yes,No,Compliant,9.0,No
CNT-71685,04/17/2023,108,169,Unresolved,3.0,43.57,Social Media,Facturation,No,No,Compliant,5.0,No
CNT-71686,07/29/2023,103,285,Resolved,2.0,18.3,Chat,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71687,12/28/2023,109,334,Resolved,,17.98,phone,Relevé compteur,Yes,No,Non-compliant,3.0,No
CNT-71688,08/29/2023,102,209,Pending,,43.22,Phone,Résiliation,No,No,Non-compliant,,No
CNT-71689,01/07/2023,103,104,resolved,5.0,40.61,Phone,Facturation,Yes,No,Compliant,10.0,No
CNT-71690,07/13/2023,109,267,resolved,4.0,46.37,Phone,Réclamation,No,Yes,Compliant,9.0,No
CNT-71691,09/27/2023,104,395,Resolved,5.0,22.36,phone,Panne compteur,Yes,No,N/A,8.0,No
CNT-71692,09/03/2023,107,308,Resolved,4.0,31.11,phone,Relevé compteur,Yes,No,Compliant,,No
CNT-71693,04/21/2023,104,180,Pending,2.0,44.04,phone,Réclamation,Yes,No,Compliant,,No
CNT-71694,11/12/2023,107,357,Pending,1.0,10.65,phone,Facturation,Yes,No,Compliant,9.0,No
CNT-71695,12/31/2023,104,129,Pending,5.0,33.99,phone,Changement d'offre,No,No,Compliant,,No
CNT-71696,08/15/2023,107,174,resolved,4.0,17.83,Chat,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-71697,12/10/2023,101,400,Pending,4.0,31.04,phone,Réclamation,Yes,No,Compliant,,No
CNT-71698,03/24/2023,102,210,Pending,3.0,19.35,Social Media,Facturation,Yes,No,Compliant,5.0,Yes
CNT-71699,06/26/2023,109,353,Pending,3.0,20.44,phone,Réclamation,Yes,No,Compliant,,No
CNT-71700,10/20/2023,107,245,Pending,4.0,9.15,Phone,Résiliation,Yes,No,Compliant,,No
CNT-71701,07/24/2023,102,306,Pending,5.0,,phone,Réclamation,Yes,No,Compliant,7.0,No
CNT-71702,01/02/2023,107,330,Pending,2.0,14.27,Email,Réclamation,Yes,No,Compliant,,No
CNT-71703,07/19/2023,104,359,Pending,4.0,49.38,phone,Déménagement,Yes,No,Compliant,,No
CNT-71704,12/10/2023,101,261,Resolved,4.0,24.67,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71705,07/25/2023,106,507,Resolved,3.0,,Email,Déménagement,Yes,No,Compliant,6.0,No
CNT-71706,09/14/2023,107,234,Pending,4.0,,Chat,Résiliation,Yes,No,Compliant,,Yes
CNT-71707,04/24/2023,109,299,Resolved,4.0,20.72,Chat,Demande d'information,Yes,Yes,Compliant,4.0,No
CNT-71708,10/03/2023,106,293,Unresolved,2.0,33.42,Phone,Résiliation,Yes,No,Compliant,8.0,No
CNT-71709,10/01/2023,101,211,Pending,2.0,33.97,Phone,Panne compteur,yes,No,Compliant,,Yes
CNT-71710,12/26/2023,106,323,Pending,5.0,40.38,Social Media,Facturation,Yes,No,N/A,,No
CNT-71711,02/04/2023,103,142,Resolved,5.0,23.67,phone,Déménagement,Yes,No,Compliant,,No
CNT-71712,05/23/2023,104,203,Pending,2.0,40.08,Chat,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71713,04/19/2023,103,372,resolved,,10.38,Email,Relevé compteur,Yes,No,Compliant,2.0,Yes
CNT-71714,03/12/2023,104,307,resolved,4.0,49.23,phone,Litige paiement,Yes,No,Non-compliant,,No
CNT-71715,07/31/2023,105,265,Resolved,4.0,20.55,phone,Panne compteur,Yes,No,Non-compliant,,No
CNT-71716,10/30/2023,104,189,Unresolved,5.0,44.81,Chat,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71717,11/04/2023,101,250,Resolved,4.0,32.31,Email,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-71718,09/13/2023,109,171,Unresolved,4.0,47.82,Social Media,Relevé compteur,No,No,Compliant,10.0,No
CNT-71719,09/14/2023,108,233,resolved,5.0,30.74,phone,Demande d'information,Yes,No,Compliant,9.0,No
CNT-71720,05/29/2023,107,169,resolved,1.0,20.1,Chat,Facturation,Yes,No,Compliant,10.0,No
CNT-71721,05/30/2023,107,128,Resolved,,33.67,Phone,Changement d'offre,,No,Compliant,,No
CNT-71722,09/11/2023,106,388,Resolved,4.0,26.35,phone,Facturation,Yes,No,Compliant,7.0,No
CNT-71723,12/06/2023,105,244,Pending,5.0,19.34,Phone,Résiliation,Yes,No,Compliant,6.0,No
CNT-71724,06/21/2023,107,297,Resolved,2.0,47.37,Social Media,Demande d'information,Yes,No,Compliant,0.0,No
CNT-71725,10/29/2023,102,206,Resolved,3.0,29.98,Social Media,Résiliation,Yes,No,Compliant,9.0,No
CNT-71726,03/09/2023,103,239,Unresolved,5.0,41.39,phone,Demande d'information,Yes,No,Compliant,,No
CNT-71727,10/28/2023,107,166,Pending,4.0,26.99,phone,Facturation,Yes,Yes,Compliant,7.0,No
CNT-71728,11/29/2023,105,428,resolved,,32.85,Social Media,Facturation,Yes,No,Compliant,10.0,No
CNT-71729,07/03/2023,102,58,Unresolved,4.0,44.11,Phone,Réclamation,Yes,Yes,Compliant,,No
CNT-71730,03/23/2023,108,352,resolved,2.0,32.2,phone,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-71731,03/31/2023,105,204,resolved,3.0,21.32,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71732,08/11/2023,109,165,Pending,4.0,34.53,Chat,Facturation,Yes,No,Compliant,,No
CNT-71733,07/07/2023,102,121,Pending,4.0,18.46,Chat,Souscription contrat,Yes,No,N/A,0.0,No
CNT-71734,12/17/2023,106,273,Pending,3.0,46.72,Email,Déménagement,Yes,No,Compliant,,No
CNT-71735,03/19/2023,107,338,resolved,1.0,10.9,phone,Demande d'information,Yes,No,Non-compliant,,No
CNT-71736,03/12/2023,108,326,Resolved,3.0,10.5,Social Media,Facturation,Yes,No,Compliant,10.0,No
CNT-71737,03/27/2023,108,217,Pending,4.0,26.88,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71738,04/19/2023,101,238,Pending,5.0,43.39,Phone,Changement d'offre,No,No,N/A,,No
CNT-71739,06/22/2023,105,163,Pending,5.0,34.55,Phone,Panne compteur,Yes,Yes,Compliant,,No
CNT-71740,10/15/2023,106,178,Resolved,5.0,,Chat,Relevé compteur,Yes,No,Compliant,7.0,No
CNT-71741,08/06/2023,104,388,Unresolved,4.0,47.72,phone,Déménagement,Yes,No,Compliant,9.0,Yes
CNT-71742,08/06/2023,107,197,Resolved,5.0,26.49,Social Media,Litige paiement,Yes,Yes,Compliant,8.0,No
CNT-71743,01/05/2023,101,428,resolved,4.0,46.67,Social Media,Résiliation,Yes,No,Compliant,,No
CNT-71744,12/10/2023,102,429,resolved,4.0,26.1,Phone,Litige paiement,No,No,Compliant,7.0,No
CNT-71745,06/29/2023,107,322,Resolved,4.0,18.17,phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71746,09/28/2023,107,332,Unresolved,3.0,29.56,phone,Souscription contrat,Yes,Yes,Compliant,6.0,No
CNT-71747,12/11/2023,108,410,Pending,3.0,34.58,Chat,Réclamation,Yes,No,N/A,3.0,No
CNT-71748,10/27/2023,101,321,resolved,5.0,47.87,Email,Demande d'information,Yes,No,Compliant,4.0,No
CNT-71749,01/24/2023,102,198,Resolved,4.0,45.54,Chat,Relevé compteur,No,No,Compliant,,No
CNT-71750,09/20/2023,105,171,Pending,4.0,42.14,Social Media,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71751,11/25/2023,106,91,Unresolved,5.0,33.4,Chat,Facturation,Yes,No,N/A,6.0,No
CNT-71752,12/06/2023,109,337,resolved,4.0,30.98,Social Media,Facturation,Yes,No,Compliant,,No
CNT-71753,01/29/2023,102,268,Resolved,5.0,30.11,Chat,Déménagement,Yes,No,Compliant,8.0,No
CNT-71754,09/29/2023,104,176,Unresolved,4.0,43.66,Email,Souscription contrat,No,No,Compliant,5.0,No
CNT-71755,02/20/2023,107,17,Resolved,4.0,33.98,Social Media,Résiliation,Yes,Yes,Compliant,9.0,Yes
CNT-71756,07/27/2023,104,105,Unresolved,4.0,43.19,Email,Déménagement,Yes,No,Non-compliant,5.0,No
CNT-71757,11/16/2023,101,343,Pending,4.0,15.8,Chat,Litige paiement,Yes,No,Compliant,5.0,No
CNT-71758,02/15/2023,109,168,resolved,5.0,36.49,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71759,04/06/2023,107,161,Unresolved,,17.93,phone,Facturation,Yes,No,Compliant,,No
CNT-71760,10/04/2023,106,197,Resolved,5.0,15.04,Chat,Souscription contrat,Yes,No,Compliant,,No
CNT-71761,11/15/2023,101,286,Unresolved,5.0,29.86,Chat,Déménagement,Yes,No,Compliant,7.0,No
CNT-71762,01/31/2023,109,267,Pending,3.0,36.71,Phone,Litige paiement,Yes,No,N/A,,No
CNT-71763,09/07/2023,101,283,Resolved,,34.63,Email,Changement d'offre,Yes,No,Compliant,,No
CNT-71764,06/11/2023,105,158,Unresolved,5.0,31.29,Social Media,Réclamation,Yes,Yes,N/A,,No
CNT-71765,04/19/2023,105,295,resolved,5.0,24.83,phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71766,07/22/2023,103,369,resolved,5.0,14.26,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71767,01/17/2023,101,-7,Pending,4.0,23.74,phone,Résiliation,Yes,No,N/A,7.0,No
CNT-71768,02/25/2023,106,225,resolved,5.0,45.54,Social Media,Facturation,No,No,Compliant,,No
CNT-71769,03/25/2023,102,206,Pending,,28.79,Chat,Changement d'offre,Yes,No,Compliant,7.0,No
CNT-71770,07/24/2023,105,N/A,Pending,3.0,13.75,Chat,Déménagement,Yes,No,Non-compliant,9.0,No
CNT-71771,10/31/2023,103,N/A,resolved,3.0,17.21,Social Media,Panne compteur,Yes,No,Compliant,,No
CNT-71772,08/12/2023,106,251,Unresolved,,42.07,Chat,Facturation,Yes,No,Non-compliant,,No
CNT-71773,05/20/2023,104,197,resolved,4.0,33.02,Chat,Déménagement,Yes,Yes,Compliant,,No
CNT-71774,05/07/2023,104,133,Resolved,4.0,23.1,phone,Déménagement,Yes,No,Compliant,,No
CNT-71775,01/21/2023,101,305,Resolved,4.0,43.65,Phone,Souscription contrat,Yes,No,Compliant,3.0,No
CNT-71776,07/23/2023,101,385,resolved,4.0,22.04,Social Media,Changement d'offre,No,No,Compliant,8.0,No
CNT-71777,08/15/2023,108,253,Unresolved,5.0,22.89,phone,Facturation,Yes,Yes,Compliant,5.0,No
CNT-71778,05/24/2023,106,338,Pending,,18.42,Social Media,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-71779,06/25/2023,107,N/A,resolved,5.0,48.89,Phone,Facturation,Yes,No,Compliant,9.0,No
CNT-71780,10/25/2023,102,416,resolved,5.0,48.4,Phone,Demande d'information,Yes,No,Compliant,8.0,No
CNT-71781,09/15/2023,105,327,Unresolved,3.0,25.6,Social Media,Facturation,Yes,Yes,N/A,7.0,No
CNT-71782,12/04/2023,105,267,Unresolved,1.0,20.88,phone,Résiliation,Yes,No,Compliant,5.0,No
CNT-71783,09/14/2023,107,226,resolved,5.0,26.75,phone,Facturation,Yes,No,N/A,8.0,No
CNT-71784,12/24/2023,101,185,Resolved,4.0,28.93,Social Media,Facturation,Yes,No,Non-compliant,7.0,Yes
CNT-71785,05/10/2023,107,258,Unresolved,4.0,26.48,Chat,Réclamation,Yes,No,Compliant,8.0,Yes
CNT-71786,09/08/2023,106,352,Unresolved,,16.59,Social Media,Litige paiement,Yes,Yes,Compliant,,No
CNT-71787,01/01/2023,101,394,Unresolved,5.0,17.45,Chat,Changement d'offre,Yes,No,Compliant,,No
CNT-71788,11/15/2023,103,188,resolved,5.0,35.95,Email,Réclamation,No,No,Compliant,6.0,No
CNT-71789,06/24/2023,108,204,resolved,4.0,49.77,Phone,Changement d'offre,No,No,Compliant,,No
CNT-71790,09/12/2023,106,374,Unresolved,5.0,25.81,Chat,Relevé compteur,yes,Yes,Compliant,2.0,No
CNT-71791,12/10/2023,105,422,resolved,3.0,21.82,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71792,02/26/2023,109,73,Unresolved,5.0,40.58,Social Media,Relevé compteur,Yes,No,Non-compliant,,No
CNT-71793,09/01/2023,107,257,resolved,5.0,14.43,Chat,Changement d'offre,Yes,No,Compliant,1.0,No
CNT-71794,09/24/2023,109,326,resolved,5.0,14.12,phone,Réclamation,Yes,No,Compliant,7.0,No
CNT-71795,05/16/2023,105,315,Pending,4.0,49.05,Phone,Litige paiement,yes,No,Non-compliant,,No
CNT-71796,11/30/2023,104,95,resolved,3.0,32.86,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-71797,03/30/2023,105,257,Resolved,,26.22,phone,Réclamation,Yes,Yes,Compliant,5.0,No
CNT-71798,03/22/2023,109,224,Pending,,36.22,Phone,Relevé compteur,Yes,No,Compliant,7.0,No
CNT-71799,12/07/2023,102,123,Resolved,5.0,11.91,phone,Souscription contrat,Yes,No,Compliant,5.0,No
CNT-71800,11/16/2023,107,333,Pending,5.0,11.57,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-71801,07/31/2023,103,390,Resolved,5.0,48.55,phone,Demande d'information,Yes,No,Compliant,7.0,No
CNT-71802,11/19/2023,105,266,Unresolved,4.0,40.83,phone,Relevé compteur,Yes,No,Compliant,0.0,Yes
CNT-71803,06/07/2023,101,226,Unresolved,,41.3,Social Media,Résiliation,No,No,Compliant,,No
CNT-71804,03/17/2023,102,271,resolved,,28.77,Chat,Changement d'offre,Yes,No,Non-compliant,,No
CNT-71805,08/28/2023,109,340,Unresolved,5.0,10.84,Chat,Panne compteur,Yes,Yes,Compliant,,Yes
CNT-71806,10/01/2023,103,56,Resolved,3.0,40.69,Email,Panne compteur,Yes,No,Compliant,7.0,No
CNT-71807,12/31/2023,108,398,Pending,1.0,25.56,Social Media,Panne compteur,No,No,Compliant,6.0,No
CNT-71808,03/05/2023,102,194,Pending,5.0,14.45,Social Media,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-71809,03/09/2023,101,290,Resolved,5.0,14.73,Chat,Litige paiement,Yes,No,Compliant,8.0,No
CNT-71810,12/31/2023,106,265,Resolved,,41.55,Chat,Panne compteur,Yes,No,Non-compliant,4.0,No
CNT-71811,03/20/2023,102,N/A,Resolved,4.0,34.03,Chat,Réclamation,No,No,Non-compliant,,No
CNT-71812,12/23/2023,105,438,resolved,5.0,22.93,Phone,Demande d'information,Yes,No,Compliant,0.0,Yes
CNT-71813,08/14/2023,106,334,Pending,5.0,23.84,phone,Résiliation,Yes,No,Non-compliant,,No
CNT-71814,12/20/2023,104,373,Unresolved,5.0,15.63,phone,Demande d'information,Yes,No,Compliant,,No
CNT-71815,04/12/2023,101,160,Unresolved,2.0,,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-71816,09/23/2023,107,263,Unresolved,4.0,47.64,Chat,Relevé compteur,Yes,No,Compliant,6.0,No
CNT-71817,06/27/2023,107,243,Resolved,4.0,33.99,phone,Résiliation,Yes,No,Non-compliant,,Yes
CNT-71818,02/21/2023,106,326,resolved,4.0,29.39,Email,Panne compteur,Yes,No,Compliant,,No
CNT-71819,07/07/2023,105,N/A,resolved,4.0,38.45,Email,Déménagement,No,No,Compliant,10.0,No
CNT-71820,12/15/2023,102,207,Resolved,5.0,22.78,phone,Réclamation,Yes,Yes,Compliant,,No
CNT-71821,08/10/2023,101,321,Pending,5.0,18.17,Phone,Relevé compteur,Yes,No,Compliant,6.0,No
CNT-71822,07/07/2023,101,359,Pending,5.0,23.15,Email,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71823,09/28/2023,101,247,Pending,4.0,24.35,Chat,Litige paiement,Yes,No,Compliant,6.0,No
CNT-71824,11/25/2023,101,264,Unresolved,5.0,30.95,Social Media,Facturation,Yes,No,Non-compliant,9.0,No
CNT-71825,03/15/2023,101,374,Pending,5.0,44.29,Email,Demande d'information,Yes,No,N/A,,No
CNT-71826,01/22/2023,104,460,Resolved,3.0,12.51,Social Media,Changement d'offre,Yes,No,Compliant,,No
CNT-71827,05/19/2023,107,249,resolved,5.0,16.32,Phone,Résiliation,Yes,Yes,N/A,,No
CNT-71828,09/23/2023,102,246,Resolved,5.0,48.6,Phone,Résiliation,Yes,Yes,Compliant,8.0,No
CNT-71829,01/10/2023,109,3,Resolved,4.0,48.8,phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71830,11/10/2023,102,215,resolved,3.0,48.53,Chat,Réclamation,Yes,No,Non-compliant,,Yes
CNT-71831,06/02/2023,108,345,resolved,,37.26,Chat,Relevé compteur,yes,No,Compliant,,No
CNT-71832,04/16/2023,101,416,resolved,5.0,9.68,Email,Demande d'information,yes,Yes,Compliant,8.0,No
CNT-71833,11/02/2023,104,176,Unresolved,4.0,14.99,Email,Facturation,Yes,No,Non-compliant,,No
